node,depth,Llama-3.1-70B-Instruct,Qwen2.5-72B-Instruct,Llama-3.1-Tulu-3-70B,gpt-4o-mini-2024-07-18,claude-3.5-haiku,Qwen2.5-7B-Instruct,gpt-3.5-turbo,Llama-3.1-8B-Instruct,Llama-3.1-Tulu-3-8B
32,2,0.910394265232975,0.9390681003584229,0.8745519713261649,0.8853046594982079,0.8673835125448028,0.8709677419354839,0.7741935483870968,0.7813620071684588,0.7204301075268817
33,2,0.8402366863905325,0.8579881656804734,0.7928994082840237,0.8106508875739645,0.7633136094674556,0.6449704142011834,0.591715976331361,0.5562130177514792,0.5739644970414202
34,2,0.8813186813186813,0.7736263736263737,0.6175824175824176,0.6395604395604395,0.6483516483516484,0.44835164835164837,0.3824175824175824,0.5340659340659341,0.3802197802197802
35,2,0.9068627450980392,0.8161764705882353,0.7132352941176471,0.6666666666666666,0.6274509803921569,0.42401960784313725,0.4215686274509804,0.5637254901960784,0.40441176470588236
36,2,0.8421052631578947,0.7894736842105263,0.7719298245614035,0.7368421052631579,0.7368421052631579,0.6403508771929824,0.6666666666666666,0.6140350877192983,0.6052631578947368
37,2,0.927710843373494,0.891566265060241,0.927710843373494,0.8674698795180723,0.891566265060241,0.7831325301204819,0.7831325301204819,0.7590361445783133,0.7710843373493976
38,2,0.8141592920353983,0.8407079646017699,0.7876106194690266,0.7964601769911505,0.8141592920353983,0.7256637168141593,0.7168141592920354,0.6548672566371682,0.6548672566371682
39,2,0.8333333333333334,0.8611111111111112,0.8333333333333334,0.7870370370370371,0.7870370370370371,0.6944444444444444,0.6759259259259259,0.7592592592592593,0.7037037037037037
40,2,0.8248587570621468,0.8305084745762712,0.8022598870056498,0.7796610169491526,0.768361581920904,0.7740112994350282,0.5141242937853108,0.6384180790960452,0.4463276836158192
41,2,0.8177083333333334,0.828125,0.8072916666666666,0.75,0.7291666666666666,0.703125,0.6041666666666666,0.6354166666666666,0.6302083333333334
42,2,0.9181286549707602,0.9298245614035088,0.9473684210526315,0.9005847953216374,0.9122807017543859,0.8771929824561403,0.7953216374269005,0.8187134502923976,0.783625730994152
43,2,0.8489208633093526,0.841726618705036,0.8129496402877698,0.8345323741007195,0.8129496402877698,0.7122302158273381,0.6115107913669064,0.697841726618705,0.60431654676259
44,2,0.8807947019867549,0.8741721854304636,0.8278145695364238,0.8675496688741722,0.8278145695364238,0.8145695364238411,0.7814569536423841,0.7682119205298014,0.695364238410596
45,2,0.8571428571428571,0.8660714285714286,0.8214285714285714,0.8303571428571429,0.7857142857142857,0.7678571428571429,0.5892857142857143,0.6964285714285714,0.625
46,2,0.7938931297709924,0.7633587786259542,0.7480916030534351,0.7175572519083969,0.7709923664122137,0.6870229007633588,0.5419847328244275,0.6412213740458015,0.5343511450381679
47,2,0.7659176029962547,0.8108614232209738,0.7322097378277154,0.7471910112359551,0.7528089887640449,0.6816479400749064,0.6161048689138576,0.601123595505618,0.5711610486891385
48,2,0.8574938574938575,0.8697788697788698,0.855036855036855,0.828009828009828,0.8402948402948403,0.7813267813267813,0.7641277641277642,0.7297297297297297,0.7346437346437347
49,2,0.88,0.9018181818181819,0.8836363636363637,0.8763636363636363,0.88,0.8472727272727273,0.8327272727272728,0.8036363636363636,0.7454545454545455
50,2,0.8345864661654135,0.8421052631578947,0.793233082706767,0.8383458646616542,0.8120300751879699,0.7819548872180451,0.6917293233082706,0.7518796992481203,0.7180451127819549
51,2,0.865979381443299,0.9123711340206185,0.8711340206185567,0.8917525773195877,0.8505154639175257,0.8092783505154639,0.8041237113402062,0.8092783505154639,0.7422680412371134
52,2,0.9216494845360824,0.9402061855670103,0.8989690721649485,0.9092783505154639,0.8886597938144329,0.843298969072165,0.8061855670103093,0.8474226804123711,0.8041237113402062
53,2,0.87117903930131,0.8995633187772926,0.868995633187773,0.8820960698689956,0.8930131004366813,0.851528384279476,0.7532751091703057,0.7248908296943232,0.7205240174672489
54,2,0.8409893992932862,0.8250883392226148,0.7915194346289752,0.784452296819788,0.7826855123674912,0.7950530035335689,0.6007067137809188,0.6360424028268551,0.6095406360424028
55,2,0.8385650224215246,0.8251121076233184,0.7937219730941704,0.8026905829596412,0.7802690582959642,0.7892376681614349,0.5874439461883408,0.6681614349775785,0.5650224215246636
56,3,0.8450704225352113,0.9014084507042254,0.8732394366197183,0.8309859154929577,0.8450704225352113,0.8028169014084507,0.7464788732394366,0.676056338028169,0.6901408450704225
57,3,0.8402777777777778,0.8125,0.8194444444444444,0.8055555555555556,0.8263888888888888,0.7638888888888888,0.7638888888888888,0.7361111111111112,0.7916666666666666
58,3,0.82,0.8,0.87,0.82,0.77,0.72,0.74,0.73,0.76
59,3,0.9230769230769231,0.8974358974358975,0.8717948717948718,0.8782051282051282,0.8910256410256411,0.8397435897435898,0.8076923076923077,0.7884615384615384,0.7371794871794872
60,3,0.8634146341463415,0.8682926829268293,0.8731707317073171,0.8780487804878049,0.8926829268292683,0.8146341463414634,0.7902439024390244,0.7902439024390244,0.7365853658536585
61,3,0.8968253968253969,0.8968253968253969,0.8492063492063492,0.8492063492063492,0.8571428571428571,0.7936507936507936,0.8412698412698413,0.7857142857142857,0.7619047619047619
62,3,0.9069767441860465,0.9069767441860465,0.8682170542635659,0.8914728682170543,0.8682170542635659,0.8372093023255814,0.8062015503875969,0.813953488372093,0.7829457364341085
63,3,0.9119804400977995,0.9095354523227384,0.9070904645476773,0.902200488997555,0.9046454767726161,0.8801955990220048,0.8288508557457213,0.8117359413202934,0.843520782396088
64,3,0.9138888888888889,0.8972222222222223,0.9027777777777778,0.9,0.8888888888888888,0.8388888888888889,0.8388888888888889,0.8166666666666667,0.8166666666666667
65,3,0.8374233128834356,0.8496932515337423,0.8190184049079755,0.803680981595092,0.7852760736196319,0.7423312883435583,0.6226993865030674,0.6809815950920245,0.6441717791411042
66,3,0.8776595744680851,0.8723404255319149,0.8563829787234043,0.8404255319148937,0.8191489361702128,0.7872340425531915,0.6914893617021277,0.7340425531914894,0.7021276595744681
67,3,0.9545454545454546,0.9090909090909091,0.9090909090909091,0.8636363636363636,0.9545454545454546,0.8636363636363636,0.7727272727272727,0.7727272727272727,0.8636363636363636
68,3,0.8791946308724832,0.8859060402684564,0.8523489932885906,0.8791946308724832,0.8389261744966443,0.785234899328859,0.785234899328859,0.738255033557047,0.6912751677852349
69,3,0.8709677419354839,0.8387096774193549,0.9032258064516129,0.8387096774193549,0.8387096774193549,0.6451612903225806,0.6774193548387096,0.6129032258064516,0.6774193548387096
70,3,0.96,0.92,0.92,0.92,0.96,0.88,0.92,0.9,0.86
71,3,0.9135802469135802,0.8641975308641975,0.9012345679012346,0.9135802469135802,0.9135802469135802,0.7901234567901234,0.8765432098765432,0.8518518518518519,0.7160493827160493
72,3,0.8333333333333334,0.8111111111111111,0.8888888888888888,0.8555555555555555,0.8666666666666667,0.7444444444444445,0.7888888888888889,0.6888888888888889,0.7111111111111111
73,3,0.875,0.8571428571428571,0.8928571428571429,0.8928571428571429,0.875,0.7857142857142857,0.7678571428571429,0.7321428571428571,0.6964285714285714
74,3,0.890625,0.90625,0.859375,0.90625,0.859375,0.78125,0.75,0.75,0.734375
75,3,0.8518518518518519,0.8518518518518519,0.7962962962962963,0.7407407407407407,0.8148148148148148,0.7777777777777778,0.7037037037037037,0.6851851851851852,0.6481481481481481
76,3,0.9196428571428571,0.9375,0.9196428571428571,0.8928571428571429,0.9017857142857143,0.8660714285714286,0.8571428571428571,0.8482142857142857,0.8392857142857143
77,3,0.8214285714285714,0.7857142857142857,0.75,0.7321428571428571,0.7440476190476191,0.6309523809523809,0.6190476190476191,0.6666666666666666,0.6130952380952381
78,3,0.8333333333333334,0.7666666666666667,0.7333333333333333,0.7333333333333333,0.8,0.6666666666666666,0.43333333333333335,0.5333333333333333,0.5
79,3,0.9230769230769231,0.8846153846153846,0.9038461538461539,0.9423076923076923,0.9230769230769231,0.8269230769230769,0.7115384615384616,0.8269230769230769,0.75
80,3,0.75,0.7916666666666666,0.6666666666666666,0.6458333333333334,0.6875,0.625,0.625,0.5208333333333334,0.5625
81,3,0.7777777777777778,0.75,0.75,0.7222222222222222,0.75,0.6388888888888888,0.6388888888888888,0.6111111111111112,0.5
82,3,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.5555555555555556,0.4444444444444444,0.5555555555555556,0.6666666666666666
83,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
84,3,0.7333333333333333,0.7666666666666667,0.7833333333333333,0.75,0.7833333333333333,0.6833333333333333,0.7166666666666667,0.75,0.7666666666666667
85,3,0.875,0.8125,0.875,0.8125,0.8125,0.625,0.6875,0.8125,0.8125
86,3,0.5833333333333334,0.4166666666666667,0.4166666666666667,0.25,0.5833333333333334,0.25,0.25,0.25,0.25
87,3,0.6666666666666666,0.8148148148148148,0.7777777777777778,0.6666666666666666,0.6296296296296297,0.6666666666666666,0.6296296296296297,0.6296296296296297,0.5555555555555556
88,3,0.6071428571428571,0.7142857142857143,0.4642857142857143,0.4642857142857143,0.6428571428571429,0.32142857142857145,0.35714285714285715,0.35714285714285715,0.6785714285714286
89,3,0.6666666666666666,0.7777777777777778,0.7222222222222222,0.6111111111111112,0.6666666666666666,0.5555555555555556,0.4444444444444444,0.5,0.5
90,3,0.7021276595744681,0.723404255319149,0.7021276595744681,0.6595744680851063,0.7446808510638298,0.48936170212765956,0.46808510638297873,0.5106382978723404,0.5319148936170213
91,3,0.5625,0.6875,0.5625,0.5,0.6875,0.5625,0.625,0.3125,0.375
92,3,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5555555555555556,0.4444444444444444,0.4444444444444444,0.5555555555555556
93,3,0.6923076923076923,0.7435897435897436,0.7435897435897436,0.7435897435897436,0.6153846153846154,0.48717948717948717,0.46153846153846156,0.38461538461538464,0.48717948717948717
94,3,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.8571428571428571,0.42857142857142855,0.2857142857142857,0.21428571428571427,0.5
95,3,0.7142857142857143,0.5714285714285714,0.6428571428571429,0.35714285714285715,0.35714285714285715,0.14285714285714285,0.35714285714285715,0.35714285714285715,0.21428571428571427
96,3,0.5,1.0,1.0,1.0,1.0,0.5,0.0,0.5,1.0
97,3,0.7164179104477612,0.6119402985074627,0.6417910447761194,0.6865671641791045,0.6119402985074627,0.5373134328358209,0.5671641791044776,0.5671641791044776,0.5074626865671642
98,3,0.6470588235294118,0.7058823529411765,0.5882352941176471,0.5294117647058824,0.5294117647058824,0.35294117647058826,0.4117647058823529,0.23529411764705882,0.23529411764705882
99,3,0.8148148148148148,0.7777777777777778,0.5925925925925926,0.6666666666666666,0.7037037037037037,0.5185185185185185,0.5185185185185185,0.5555555555555556,0.48148148148148145
100,3,0.7536231884057971,0.7101449275362319,0.6666666666666666,0.6086956521739131,0.5652173913043478,0.5072463768115942,0.5362318840579711,0.5072463768115942,0.5507246376811594
101,3,0.625,0.7,0.65,0.525,0.6,0.625,0.35,0.375,0.5
102,3,0.9523809523809523,0.9761904761904762,0.9285714285714286,0.9761904761904762,0.9285714285714286,0.9761904761904762,0.9285714285714286,0.9047619047619048,0.9047619047619048
103,3,0.8070175438596491,0.7894736842105263,0.7894736842105263,0.7719298245614035,0.6842105263157895,0.7192982456140351,0.6140350877192983,0.6140350877192983,0.5614035087719298
104,3,0.5833333333333334,0.5,0.4166666666666667,0.4166666666666667,0.5,0.4166666666666667,0.4166666666666667,0.16666666666666666,0.3333333333333333
105,3,0.7377049180327869,0.6229508196721312,0.5245901639344263,0.5245901639344263,0.5573770491803278,0.45901639344262296,0.4262295081967213,0.4918032786885246,0.4098360655737705
106,3,0.9538461538461539,0.9384615384615385,0.9076923076923077,0.9384615384615385,0.9230769230769231,0.8615384615384616,0.7538461538461538,0.7384615384615385,0.7692307692307693
107,3,0.5487804878048781,0.6097560975609756,0.4146341463414634,0.4878048780487805,0.524390243902439,0.4268292682926829,0.35365853658536583,0.3902439024390244,0.45121951219512196
108,3,0.6206896551724138,0.6206896551724138,0.6206896551724138,0.5862068965517241,0.6551724137931034,0.3793103448275862,0.5862068965517241,0.5517241379310345,0.5172413793103449
109,3,0.6818181818181818,0.7121212121212122,0.6818181818181818,0.6363636363636364,0.6060606060606061,0.5909090909090909,0.5909090909090909,0.5757575757575758,0.5606060606060606
110,3,0.6875,0.609375,0.640625,0.453125,0.5625,0.46875,0.46875,0.53125,0.375
111,3,0.6981132075471698,0.7075471698113207,0.6226415094339622,0.6698113207547169,0.6886792452830188,0.5094339622641509,0.4339622641509434,0.6132075471698113,0.4528301886792453
112,3,0.6434782608695652,0.6869565217391305,0.6173913043478261,0.5826086956521739,0.5826086956521739,0.5043478260869565,0.5043478260869565,0.4260869565217391,0.45217391304347826
113,3,0.7076923076923077,0.7384615384615385,0.6461538461538462,0.6153846153846154,0.6615384615384615,0.5076923076923077,0.5076923076923077,0.5846153846153846,0.5692307692307692
114,3,0.7076923076923077,0.676923076923077,0.7538461538461538,0.6153846153846154,0.7384615384615385,0.49230769230769234,0.5384615384615384,0.5384615384615384,0.5230769230769231
115,3,0.6646706586826348,0.6826347305389222,0.6467065868263473,0.5449101796407185,0.5988023952095808,0.5329341317365269,0.46706586826347307,0.5389221556886228,0.48502994011976047
116,3,0.8264462809917356,0.8347107438016529,0.8099173553719008,0.768595041322314,0.743801652892562,0.743801652892562,0.7024793388429752,0.71900826446281,0.6528925619834711
117,3,0.9493670886075949,0.8987341772151899,0.8734177215189873,0.8481012658227848,0.8860759493670886,0.759493670886076,0.6455696202531646,0.7974683544303798,0.6962025316455697
118,3,0.7073170731707317,0.6707317073170732,0.6585365853658537,0.6585365853658537,0.6829268292682927,0.6463414634146342,0.5609756097560976,0.6341463414634146,0.5975609756097561
119,3,0.8125,0.8625,0.8125,0.825,0.8,0.65,0.725,0.7125,0.65
120,3,0.8854166666666666,0.8333333333333334,0.8854166666666666,0.8229166666666666,0.875,0.8020833333333334,0.7604166666666666,0.78125,0.7291666666666666
121,3,0.9142857142857143,0.9142857142857143,0.9285714285714286,0.8714285714285714,0.8285714285714286,0.8285714285714286,0.8142857142857143,0.8142857142857143,0.8142857142857143
122,3,0.9444444444444444,0.9166666666666666,0.9444444444444444,0.9166666666666666,0.8888888888888888,0.9166666666666666,0.8888888888888888,0.8888888888888888,0.8333333333333334
123,3,0.8714285714285714,0.8714285714285714,0.8428571428571429,0.8714285714285714,0.8285714285714286,0.7285714285714285,0.7857142857142857,0.6857142857142857,0.7142857142857143
124,3,0.8666666666666667,0.7777777777777778,0.8444444444444444,0.8444444444444444,0.8666666666666667,0.8222222222222222,0.7555555555555555,0.7333333333333333,0.6444444444444445
125,3,0.8979591836734694,0.8367346938775511,0.8979591836734694,0.9183673469387755,0.8367346938775511,0.8775510204081632,0.7959183673469388,0.8367346938775511,0.7755102040816326
126,3,0.8518518518518519,0.8148148148148148,0.7901234567901234,0.8395061728395061,0.7530864197530864,0.7654320987654321,0.7407407407407407,0.7283950617283951,0.7283950617283951
127,3,0.9098360655737705,0.8934426229508197,0.9098360655737705,0.8770491803278688,0.9180327868852459,0.7459016393442623,0.8524590163934426,0.8032786885245902,0.7295081967213115
128,3,0.9318181818181818,0.9090909090909091,0.9090909090909091,0.8920454545454546,0.8977272727272727,0.8295454545454546,0.8295454545454546,0.7897727272727273,0.7954545454545454
129,3,0.9375,0.9375,0.875,0.8125,0.875,0.6875,0.8125,0.8125,0.6875
130,3,0.9534883720930233,0.9418604651162791,0.9883720930232558,0.9302325581395349,0.9418604651162791,0.8953488372093024,0.8953488372093024,0.8604651162790697,0.8023255813953488
131,3,0.8947368421052632,0.9013157894736842,0.875,0.8881578947368421,0.8618421052631579,0.8552631578947368,0.8223684210526315,0.8092105263157895,0.7828947368421053
132,3,0.9324324324324325,0.9256756756756757,0.9256756756756757,0.9054054054054054,0.9391891891891891,0.8581081081081081,0.8716216216216216,0.8716216216216216,0.8378378378378378
133,3,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.8791208791208791,0.9010989010989011,0.8901098901098901,0.8791208791208791,0.8351648351648352,0.8021978021978022
134,3,0.9444444444444444,0.9166666666666666,0.9444444444444444,0.9166666666666666,0.9166666666666666,0.8333333333333334,0.8333333333333334,0.8888888888888888,0.8055555555555556
135,3,0.8103448275862069,0.8793103448275862,0.8275862068965517,0.7413793103448276,0.7758620689655172,0.7068965517241379,0.7586206896551724,0.6896551724137931,0.6379310344827587
136,3,0.8888888888888888,0.9166666666666666,0.8888888888888888,0.9444444444444444,0.8611111111111112,0.8333333333333334,0.8055555555555556,0.8333333333333334,0.8055555555555556
137,3,0.8928571428571429,0.9285714285714286,0.8928571428571429,0.8571428571428571,0.9285714285714286,0.8571428571428571,0.7857142857142857,0.7857142857142857,0.7857142857142857
138,3,0.9047619047619048,1.0,0.9047619047619048,0.9047619047619048,0.8571428571428571,0.8571428571428571,0.9047619047619048,0.8571428571428571,0.9047619047619048
139,3,0.9,0.9,0.95,0.9,0.95,0.85,0.85,0.75,0.85
140,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.5,0.8333333333333334,0.8333333333333334
141,3,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,1.0,1.0
142,3,0.7777777777777778,0.7592592592592593,0.8148148148148148,0.7592592592592593,0.7592592592592593,0.7962962962962963,0.7407407407407407,0.6666666666666666,0.7037037037037037
143,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
144,3,0.9,0.9,0.9,0.9,0.8,0.8,0.85,0.95,0.85
145,3,0.5555555555555556,0.7222222222222222,0.6666666666666666,0.4444444444444444,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.2222222222222222,0.5555555555555556
146,3,0.8461538461538461,0.9230769230769231,0.9230769230769231,0.8461538461538461,0.8461538461538461,1.0,0.7692307692307693,0.8461538461538461,0.8461538461538461
147,3,0.9262295081967213,0.9426229508196722,0.9016393442622951,0.8770491803278688,0.8852459016393442,0.819672131147541,0.7950819672131147,0.7622950819672131,0.7704918032786885
148,3,0.9139784946236559,0.8924731182795699,0.9247311827956989,0.8924731182795699,0.9247311827956989,0.8172043010752689,0.8010752688172043,0.8064516129032258,0.8387096774193549
149,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
150,3,0.8995983935742972,0.9196787148594378,0.8835341365461847,0.8835341365461847,0.9156626506024096,0.8353413654618473,0.8072289156626506,0.7991967871485943,0.8273092369477911
151,3,0.9473684210526315,0.8947368421052632,0.8421052631578947,0.7894736842105263,0.7894736842105263,0.631578947368421,0.7894736842105263,0.7368421052631579,0.7368421052631579
152,3,0.9391891891891891,0.9594594594594594,0.9121621621621622,0.9324324324324325,0.918918918918919,0.8513513513513513,0.831081081081081,0.7567567567567568,0.7567567567567568
153,3,1.0,0.90625,0.9375,0.9375,0.96875,0.90625,0.78125,0.75,0.78125
154,3,0.952,0.944,0.912,0.904,0.864,0.84,0.752,0.808,0.76
155,3,0.5,0.5833333333333334,0.75,0.6666666666666666,0.6666666666666666,0.5833333333333334,0.6666666666666666,0.4166666666666667,0.5833333333333334
156,3,0.848,0.88,0.856,0.864,0.824,0.776,0.664,0.68,0.616
157,3,0.8796296296296297,0.8981481481481481,0.8796296296296297,0.8425925925925926,0.8611111111111112,0.7870370370370371,0.8055555555555556,0.7870370370370371,0.7777777777777778
158,3,0.9214659685863874,0.9528795811518325,0.900523560209424,0.900523560209424,0.8691099476439791,0.9162303664921466,0.8115183246073299,0.8115183246073299,0.7486910994764397
159,3,0.8863636363636364,0.9090909090909091,0.8181818181818182,0.8522727272727273,0.8636363636363636,0.7727272727272727,0.6931818181818182,0.7159090909090909,0.6590909090909091
160,3,0.967741935483871,0.9354838709677419,0.8387096774193549,0.8709677419354839,0.9032258064516129,0.7419354838709677,0.8064516129032258,0.7741935483870968,0.7419354838709677
161,3,0.8,0.775,0.7,0.725,0.7,0.575,0.475,0.55,0.45
162,3,0.9310344827586207,0.896551724137931,0.896551724137931,0.896551724137931,0.8620689655172413,0.7931034482758621,0.6896551724137931,0.6551724137931034,0.6206896551724138
163,3,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.8888888888888888,0.7777777777777778,0.5555555555555556,0.6666666666666666,0.3333333333333333,0.4444444444444444
164,3,0.5,0.8333333333333334,0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.3333333333333333
165,3,0.8,0.9,0.8,0.85,0.75,0.8,0.75,0.6,0.65
166,3,0.8571428571428571,0.8571428571428571,0.7619047619047619,0.8095238095238095,0.6190476190476191,0.47619047619047616,0.38095238095238093,0.2857142857142857,0.6190476190476191
167,3,0.6923076923076923,0.8461538461538461,0.8461538461538461,0.7692307692307693,0.6923076923076923,0.5384615384615384,0.46153846153846156,0.46153846153846156,0.46153846153846156
168,3,0.9302325581395349,0.9069767441860465,0.6744186046511628,0.7441860465116279,0.627906976744186,0.4186046511627907,0.4418604651162791,0.6744186046511628,0.3953488372093023
169,3,0.875968992248062,0.7596899224806202,0.6124031007751938,0.5968992248062015,0.6356589147286822,0.4573643410852713,0.43410852713178294,0.5348837209302325,0.4418604651162791
170,3,0.8591549295774648,0.7605633802816901,0.6056338028169014,0.647887323943662,0.6619718309859155,0.39436619718309857,0.36619718309859156,0.43661971830985913,0.28169014084507044
171,3,0.8913043478260869,0.8478260869565217,0.782608695652174,0.7608695652173914,0.7391304347826086,0.4782608695652174,0.3695652173913043,0.5434782608695652,0.391304347826087
172,3,0.8604651162790697,0.6511627906976745,0.5116279069767442,0.4883720930232558,0.6511627906976745,0.3953488372093023,0.32558139534883723,0.6046511627906976,0.4418604651162791
173,3,0.8409090909090909,0.7727272727272727,0.6818181818181818,0.6590909090909091,0.6590909090909091,0.4090909090909091,0.3181818181818182,0.5227272727272727,0.2727272727272727
174,3,0.8,0.8,0.8,0.8,0.4,0.6,0.2,0.8,0.4
175,3,0.8604651162790697,0.627906976744186,0.3953488372093023,0.5348837209302325,0.5348837209302325,0.4883720930232558,0.37209302325581395,0.46511627906976744,0.37209302325581395
176,3,1.0,1.0,0.8,1.0,0.8,0.6,0.4,0.8,0.8
