node,depth,gpt-4o-mini-2024-07-18,Llama-3.1-8B-Instruct,deepseek-math-7b-instruct,dart-math-llama3-8b-uniform,Llama-3-8B-Instruct
298,4,0.46808510638297873,0.23404255319148937,0.19148936170212766,0.2978723404255319,0.0425531914893617
299,4,0.47619047619047616,0.2857142857142857,0.19047619047619047,0.19047619047619047,0.09523809523809523
300,4,1.0,0.5555555555555556,0.7777777777777778,0.5,0.3888888888888889
301,4,0.3333333333333333,0.0,0.0,0.0,0.0
302,4,0.8571428571428571,0.5714285714285714,0.5714285714285714,0.6428571428571429,0.5714285714285714
303,4,0.8333333333333334,0.3333333333333333,0.0,0.5,0.0
304,4,1.0,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.14285714285714285
305,4,1.0,1.0,1.0,1.0,0.0
306,4,0.8709677419354839,0.7741935483870968,0.6935483870967742,0.7258064516129032,0.4838709677419355
307,4,0.7606837606837606,0.5897435897435898,0.46153846153846156,0.46153846153846156,0.24786324786324787
308,4,0.6792452830188679,0.37735849056603776,0.37735849056603776,0.3584905660377358,0.18867924528301888
309,4,0.8333333333333334,0.3888888888888889,0.4444444444444444,0.3888888888888889,0.5
310,4,0.8888888888888888,0.6296296296296297,0.7407407407407407,0.5555555555555556,0.37037037037037035
311,4,0.6470588235294118,0.37254901960784315,0.39215686274509803,0.3137254901960784,0.27450980392156865
312,4,0.578125,0.328125,0.375,0.296875,0.125
313,4,0.8235294117647058,0.8235294117647058,0.6470588235294118,0.47058823529411764,0.4117647058823529
314,4,0.6666666666666666,0.4358974358974359,0.38461538461538464,0.38461538461538464,0.1794871794871795
315,4,0.7361111111111112,0.5694444444444444,0.5694444444444444,0.5555555555555556,0.2777777777777778
316,4,0.4,0.3111111111111111,0.17777777777777778,0.15555555555555556,0.2222222222222222
317,4,0.6829268292682927,0.6585365853658537,0.4878048780487805,0.6585365853658537,0.43902439024390244
318,4,0.7407407407407407,0.5370370370370371,0.5740740740740741,0.48148148148148145,0.25925925925925924
319,4,0.7,0.6,0.6,0.7,0.5
320,4,0.64,0.64,0.56,0.48,0.36
321,4,0.7477477477477478,0.4954954954954955,0.40540540540540543,0.44144144144144143,0.25225225225225223
322,4,0.5238095238095238,0.38095238095238093,0.30158730158730157,0.31746031746031744,0.20634920634920634
323,4,0.46153846153846156,0.07692307692307693,0.0,0.3076923076923077,0.0
324,4,0.4166666666666667,0.1388888888888889,0.19444444444444445,0.19444444444444445,0.08333333333333333
325,4,0.2857142857142857,0.14285714285714285,0.17142857142857143,0.17142857142857143,0.11428571428571428
326,4,0.45,0.15,0.2,0.25,0.15
327,4,1.0,0.5,0.5,1.0,0.0
328,4,0.5,1.0,0.5,0.5,0.0
329,4,1.0,0.0,0.0,0.5,0.0
330,4,1.0,0.0,0.0,0.0,0.0
331,4,1.0,1.0,0.0,1.0,0.0
332,4,0.0,0.0,0.0,0.0,0.0
333,4,0.0,0.0,0.0,0.0,0.0
334,4,0.6,0.3,0.15,0.2,0.15
335,4,0.8181818181818182,0.5,0.3181818181818182,0.4090909090909091,0.3181818181818182
336,4,0.8888888888888888,0.4444444444444444,0.7777777777777778,0.6666666666666666,0.3333333333333333
337,4,0.6153846153846154,0.07692307692307693,0.15384615384615385,0.3076923076923077,0.07692307692307693
338,4,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0
339,4,0.9230769230769231,0.15384615384615385,0.38461538461538464,0.23076923076923078,0.15384615384615385
340,4,1.0,1.0,1.0,1.0,0.5
341,4,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.42857142857142855
342,4,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.2857142857142857
343,4,0.5,0.5,0.5,0.5,0.0
344,4,1.0,1.0,1.0,1.0,0.6666666666666666
345,4,0.4,0.4,0.4,0.4,0.2
346,4,0.0,0.0,0.2,0.0,0.0
347,4,1.0,0.8,0.4,0.4,0.6
348,4,0.25,0.25,0.5,0.5,0.5
349,4,0.25,0.25,0.25,0.0,0.0
350,4,0.75,0.75,0.75,0.5,0.0
351,4,0.9032258064516129,0.6129032258064516,0.7419354838709677,0.5161290322580645,0.45161290322580644
352,4,1.0,0.5,1.0,0.5,0.0
353,4,1.0,0.9,1.0,1.0,0.7
354,4,0.7142857142857143,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.14285714285714285
355,4,0.8,0.8,0.8,0.8,0.8
356,4,1.0,1.0,1.0,1.0,1.0
357,4,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666
358,4,1.0,1.0,1.0,0.0,0.0
359,4,1.0,0.5,0.0,1.0,0.0
360,4,1.0,0.0,1.0,0.0,0.0
361,4,1.0,0.5,1.0,0.5,0.5
362,4,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6666666666666666
363,4,1.0,1.0,1.0,1.0,0.0
364,4,1.0,1.0,1.0,0.8888888888888888,0.7777777777777778
365,4,1.0,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.3333333333333333
366,4,1.0,1.0,1.0,1.0,1.0
367,4,0.5,0.5,0.0,0.0,0.0
368,4,1.0,1.0,1.0,1.0,0.6666666666666666
369,4,1.0,0.0,0.0,0.0,0.0
370,4,1.0,1.0,1.0,0.5,0.0
371,4,1.0,1.0,1.0,1.0,1.0
372,4,1.0,1.0,1.0,1.0,1.0
373,4,1.0,1.0,1.0,1.0,0.8
