,size,depth,capability,distinction,kendall_tau
100,1,7,Applying vector projection techniques to determine unknown vector components.,Determining unknown vector components,0.31622776601683794
101,1,6,Projecting vectors onto direction vectors while ensuring the sum of the components meets a specified condition.,Vector projection with component sum condition,
102,5,5,"Calculating vector projections using dot products, magnitudes, and trigonometric relationships",Vector projections using dot products,-0.10540925533894598
103,1,6,Calculating vector projections using dot products and scalar multiplication.,Dot products and scalar multiplication,0.6324555320336759
104,1,6,Calculating the magnitude of vector projections using dot products and trigonometric relationships.,Dot products and trigonometry,-0.31622776601683794
105,3,6,Calculating vector projections using dot products and magnitudes.,Dot products and magnitudes,-0.22360679774997896
106,1,7,Calculating vector projections using dot products and magnitudes.,Dot product and magnitude projection.,0.0
107,1,7,Calculating vector projections using dot products and magnitudes.,Projection calculation using magnitudes.,0.0
108,1,7,Calculating vector projections using dot products and magnitudes.,Vector projection via dot product.,-0.25819888974716115
109,1,5,Applying the concept of vector projection to determine scalar multiples of vectors.,Scalar multiples via vector projection,
110,13,4,Applying vector operations and properties to solve equations and optimize relationships,Solving equations with vector operations,-0.35856858280031806
111,1,5,Applying the properties of the scalar triple product and vector norms to maximize a dot product involving a unit vector.,Scalar triple product and vector norms for dot product maximization,0.31622776601683794
112,12,5,Analyzing and applying vector operations and orthogonality principles to solve equations and understand relationships,Vector operations and orthogonality for solving equations,-0.4472135954999579
113,2,6,Applying vector operations and understanding orthogonality and parallelism,"Vector operations, orthogonality, and parallelism",
114,1,7,Applying vector operations and properties of orthogonality and parallelism.,Vector operations and parallelism,
115,1,7,Applying vector operations and properties of orthogonality and parallelism.,Vector operations and orthogonality,
116,2,6,Calculating dot products and solving linear equations,Dot products and linear equations,0.8944271909999159
117,1,7,Calculating the dot product of vectors to determine orthogonality.,Dot product for orthogonality,0.6324555320336759
118,1,7,Calculating the dot product of vectors to determine orthogonality and solving linear equations for parameter values.,Dot product and linear equation solutions,0.7745966692414834
119,5,6,"Applying and understanding vector operations to analyze orthogonality and relationships involving scalar triple products, dot products, and vector magnitudes.",Vector operations and scalar relationships,-0.5270462766947298
120,1,7,Applying properties of orthogonal vectors and manipulating dot products to derive relationships between vector magnitudes.,Dot products and vector magnitude relationships,0.0
121,1,7,Applying properties of vector operations and utilizing the scalar triple product to determine orthogonality conditions.,Scalar triple product for orthogonality,-0.31622776601683794
122,2,7,Applying vector operations to analyze orthogonality and relationships between vector magnitudes and angles.,Orthogonality and vector magnitude analysis,-0.6324555320336759
123,1,8,Applying vector properties and operations to determine orthogonality and calculate angles between vectors.,Calculating vector orthogonality and angles,-0.6324555320336759
124,1,8,Applying vector operations and properties of orthogonality to derive relationships between vector magnitudes and angles.,Deriving vector magnitude-angle relationships,
125,1,7,"Understanding the properties of vector operations and their relationships, particularly regarding orthogonality and dot products.",Vector orthogonality and dot product properties,-0.6324555320336759
126,3,6,Analyzing and applying vector projection and orthogonality principles,Vector projection and orthogonality,-0.7745966692414834
127,1,7,Applying vector projection principles to determine orthogonal components.,Determining orthogonal components through projection,-0.5163977794943223
128,2,7,Analyzing vector projections and orthogonality conditions,Vector projection and orthogonality analysis,-0.11952286093343936
129,1,8,Applying the concept of vector projection to determine the conditions for orthogonality in vector spaces.,Vector projection for orthogonality conditions,-0.31622776601683794
130,1,8,Applying vector projection formulas and analyzing orthogonality conditions.,Vector projection formulas and orthogonality analysis,0.0
131,16,4,"Calculating vector relationships using dot products, cross products, and trigonometric properties",Dot and cross product calculations,0.9999999999999999
132,1,5,Calculating the squared magnitude of a vector sum using the properties of dot products and trigonometric relationships.,Squared vector sum magnitude,0.6324555320336759
133,2,5,Calculating angles between vectors using dot products and magnitudes,Angle determination via dot product,0.0
134,1,6,Calculating the angle between vectors using the dot product and magnitudes.,Angle calculation via dot product and magnitudes,-0.25819888974716115
135,1,6,Calculating dot products and magnitudes of vectors to determine angles between them.,Dot products and magnitudes for angle determination,0.31622776601683794
136,1,5,Calculating the sine of an angle using the properties of vector cross products.,Sine angle calculation,0.6324555320336759
137,1,5,Applying the properties of vector magnitudes and the cosine function to determine the minimum value of a dot product.,Minimum dot product value,
138,1,5,Calculating the magnitude of the difference between two vectors using the properties of dot products and vector norms.,Vector difference magnitude,0.31622776601683794
139,8,5,Calculating the cosine of the angle between vectors using dot products and magnitudes,Cosine angle determination,0.8944271909999159
140,3,6,Calculating the cosine of the angle between vectors using dot products and magnitudes,Dot products and magnitudes,0.8366600265340756
141,1,7,Calculating the cosine of the angle between two vectors using the dot product and magnitudes.,Calculating cosine via dot product and magnitudes.,0.6324555320336759
142,1,7,Calculating the cosine of the angle between two vectors using the dot product and magnitudes.,Calculating cosine via dot product and magnitudes.,
143,1,7,Calculating the cosine of the angle between two vectors using the dot product and magnitudes.,Calculating cosine via dot product and magnitudes.,0.6324555320336759
144,1,6,Calculating the cosine of the angle between vectors using dot product and magnitude properties.,Dot product properties,0.31622776601683794
145,4,6,Calculating the cosine of the angle between vectors using the dot product and magnitudes,Dot product and magnitudes,0.8944271909999159
146,1,7,Calculating the cosine of the angle between vectors using the dot product and vector magnitudes.,Dot product and vector magnitudes,0.6324555320336759
147,3,7,Calculating the cosine of the angle between vectors using the dot product and magnitudes.,Dot product and magnitudes,0.8944271909999159
148,1,8,Calculating the cosine of the angle between vectors using the dot product and magnitudes.,Cosine angle computation,0.31622776601683794
149,1,8,Calculating the cosine of the angle between vectors using the dot product and magnitudes.,Vector magnitude determination,0.6324555320336759
150,1,8,Calculating the cosine of the angle between vectors using the dot product and magnitudes.,Dot product calculation,0.6324555320336759
151,2,5,Calculating the dot product of vectors,Dot product calculation,0.6324555320336759
152,1,6,Calculating the dot product of two vectors.,Dot product of two vectors,
153,1,6,Calculating the dot product of vectors by multiplying corresponding components and summing the results.,Multiply components and sum,0.6324555320336759
154,9,4,Manipulating and analyzing algebraic and vector equations through geometric interpretation and matrix relationships,Geometric interpretation of vector equations,0.31622776601683794
155,1,5,Analyzing relationships between matrix elements and vector norms through algebraic manipulation and geometric interpretation.,Matrix-vector norm relationships through algebraic and geometric analysis,
156,1,5,Solving linear equations to determine the normal vector of a plane from a reflection matrix.,Determining plane normals from reflection matrices,
157,7,5,"Solving and manipulating vector and algebraic equations using projection, dot and cross products, and vector identities",Vector equation manipulation using projections and products,0.31622776601683794
158,1,6,Applying the vector triple product identity to manipulate and solve vector equations.,Vector triple product identity applications,0.6324555320336759
159,2,6,Applying vector projection techniques and solving systems of linear and absolute value equations,Vector projection and linear system solutions,-0.31622776601683794
160,1,7,Applying vector projection techniques and solving systems of linear equations.,Vector projection and linear systems,
161,1,7,Applying vector projection techniques and solving absolute value equations.,Vector projection and absolute value equations,-0.31622776601683794
162,2,6,Calculating vector operations and solving algebraic equations,Vector operations and algebraic solutions,0.25819888974716115
163,1,7,Calculating the dot product of vectors and solving quadratic equations.,Dot product and quadratic equations,-0.25819888974716115
164,1,7,Calculating vector projections and solving linear equations.,Vector projections and linear equations,0.6324555320336759
165,2,6,Solving vector equations and systems involving dot and cross products with geometric interpretations,Geometric solutions using dot and cross products,0.31622776601683794
166,1,7,Solving vector equations involving cross products and dot products while determining vector relationships and parallelism.,Cross product equations and vector parallelism,0.31622776601683794
167,1,7,Solving systems of equations involving dot products and geometric interpretations of vectors.,Dot product systems and vector geometry,
168,119,3,"Analyzing and solving geometric and algebraic problems using coordinate geometry, complex numbers, and conic sections",Coordinate geometry and conic sections analysis,0.6
169,38,4,Analyzing and optimizing geometric distances and properties across dimensions and coordinate systems,Geometric distances across dimensions,0.39999999999999997
170,6,5,Calculating motion parameters using differentiation and geometric principles,Motion parameters via differentiation,0.5163977794943223
171,1,6,Calculating the speed of a particle along a parametric curve by differentiating its position functions with respect to time and applying the Pythagorean theorem.,Speed calculation on curves using differentiation,
172,5,6,Calculating distances and times using speed and geometric relationships,Distance-time calculation via speed and geometry,0.5163977794943223
173,1,7,Calculating relative speed and time to determine distance closure.,Distance closure using relative speed,0.5163977794943223
174,1,7,Applying the formula for distance using speed and time.,Distance from speed-time formula,
175,1,7,Calculating the total distance traveled using geometric series and summation techniques.,Total distance via geometric summation,
176,2,7,Calculating time using distance and speed relationships,Time from distance-speed relation,
177,1,8,Calculating travel time using distance and speed formulas.,Travel time via distance-speed equations,
178,1,8,Calculating time based on distance and rate of travel.,Time from distance and travel rate,
179,1,5,Determining the shortest distance from a point to a line by finding the intersection of a perpendicular line.,Shortest point-to-line distance,0.6324555320336759
180,1,5,Analyzing and optimizing distances between consecutive points under given constraints.,Optimizing point-to-point distances,0.6324555320336759
181,30,5,Calculating and analyzing distances and geometric properties in various coordinate systems and dimensions,Distance and property analysis in coordinates,0.5270462766947298
182,7,6,Calculating distances in multidimensional spaces,Multidimensional distance calculations,0.5270462766947298
183,1,7,Applying the formula for calculating the distance from a point to a plane using coordinates and normal vector components.,Point-to-plane distance calculation,0.6324555320336759
184,6,7,Analyzing and calculating distances in multidimensional spaces,Multidimensional distance analysis,0.31622776601683794
185,1,8,Calculating the distance between parallel lines in three-dimensional space by determining the orthogonal vector and applying the distance formula.,Distance calculation between parallel lines in 3D,-0.31622776601683794
186,5,8,Analyzing geometric relationships and distances in multidimensional spaces,Geometric analysis in multidimensional spaces,0.35856858280031806
187,4,9,Calculating and analyzing distances and geometric relationships in three-dimensional space,3D distance and geometric analysis,0.35856858280031806
188,2,10,Calculating and adjusting distances in geometric figures in three-dimensional space,Adjusting 3D figure distances,0.0
189,1,11,Calculating the distances between points in three-dimensional space and applying the properties of geometric figures to derive unknown values.,3D point distance and geometric property application,
190,1,11,Calculating distances between points and adjusting for radii in geometric figures.,Distance calculation with radius adjustment,0.0
191,2,10,Calculating and deriving geometric relationships involving distances from points to planes,Point-to-plane distance relationships,0.6324555320336759
192,1,11,Calculating the distance from a point to a plane using the plane's equation and distance formula.,Using plane equations for point-plane distance calculation,0.6324555320336759
193,1,11,Calculating distances from points to planes and deriving geometric equations from distance relationships.,Deriving equations from point-plane distances,
194,1,9,Applying the principles of coordinate geometry to derive relationships between distances and points in the plane.,Coordinate geometry in the plane,0.6324555320336759
195,10,6,Applying the distance formula to calculate distances in coordinate systems,Distance formula applications,0.5270462766947298
196,2,7,Applying the distance formula to calculate the separation between points in a Cartesian coordinate system,Calculating point separation in Cartesian coordinates,0.25819888974716115
197,1,8,Applying the distance formula to calculate the separation between two points in a Cartesian coordinate system.,Determining distance between two Cartesian points,-0.31622776601683794
198,1,8,Applying the distance formula to calculate the separation between points in a Cartesian coordinate system.,Calculating point separation in Cartesian coordinates,0.5163977794943223
199,3,7,Applying the distance formula in a coordinate plane,Using the distance formula in a coordinate plane,0.6324555320336759
200,1,8,Applying the distance formula to determine the length of a line segment between two points in a coordinate plane.,Line segment length calculation,0.6324555320336759
201,2,8,Applying the distance formula in a Cartesian coordinate system,Distance formula in Cartesian system,
202,1,9,Applying the distance formula to calculate the length of a line segment between two points in a Cartesian coordinate system.,Determining distance between points,
203,1,9,Applying the distance formula to calculate the length of a line segment between two points in a Cartesian coordinate system.,Calculating line segment length,
204,2,7,Applying the distance formula to determine coordinates in the Cartesian plane,Determining coordinates in the Cartesian plane,0.25819888974716115
205,1,8,Applying the distance formula to determine coordinates in the Cartesian plane.,Calculate coordinates via distance formula,
206,1,8,Applying the distance formula to determine the coordinates of points in a Cartesian plane.,Determine point coordinates using distance formula,0.25819888974716115
207,3,7,Calculating distances using the distance formula in coordinate systems,Calculating distances in coordinate systems,0.25819888974716115
208,2,8,Applying the distance formula to calculate distances in coordinate systems,Distances in various coordinate systems,
209,1,9,Applying the distance formula to calculate the length between two points in a coordinate plane.,Distance in coordinate plane,
210,1,9,Applying the distance formula to calculate the length between two points in a coordinate system.,Distance in coordinate system,
211,1,8,Applying the distance formula to calculate the length between two points in a Cartesian coordinate system.,Length between points in Cartesian system,0.25819888974716115
212,3,6,Deriving and calculating distances using properties of conic sections in the coordinate plane,Conic section distance calculations,0.0
213,1,7,Applying the properties of distances and projections in the coordinate plane to derive the equation of a conic section.,Deriving conic equations from distance properties,
214,2,7,Calculating distances using properties of conic sections,Distance calculation via conic properties,0.0
215,1,8,Calculating distances using the properties of conic sections.,General conic properties for distance calculation,
216,1,8,Calculating distances using geometric properties of conic sections.,Geometric distance calculation with conics,0.0
217,10,6,"Calculating and analyzing distances, areas, and angles in various coordinate systems","Distances, areas, and angles in coordinates",0.4472135954999579
218,2,7,Calculating and analyzing distances and areas in polar and Cartesian coordinate systems,Distances and areas in polar and Cartesian systems,0.25819888974716115
219,1,8,Calculating the area of a region defined by polar coordinates and converting to Cartesian coordinates.,Area conversion from polar to Cartesian coordinates,0.25819888974716115
220,1,8,Calculating the maximum distance between points on a polar curve and a fixed point in the Cartesian plane.,Maximum distance on polar curve to Cartesian point,
221,8,7,Calculating and analyzing distances and angles in coordinate systems and linear axes,Distances and angles in linear and coordinate systems,0.39999999999999997
222,1,8,Calculating proportional distances along a line segment using coordinate geometry.,Proportional distances on a line segment,0.0
223,1,8,Calculating periodic intervals and determining positional coverage on a linear axis.,Periodic intervals on a linear axis,0.25819888974716115
224,1,8,Analyzing distances on a number line to determine relative proximity.,Proximity analysis on a number line,0.5163977794943223
225,3,8,Calculating distances in a Cartesian coordinate system,Cartesian distance calculation,-0.31622776601683794
226,2,9,Calculating distances between points in a Cartesian coordinate system,Point-to-point distance calculation,-0.31622776601683794
227,1,10,Calculating distances between points in a Cartesian coordinate system.,Distances between multiple points,-0.31622776601683794
228,1,10,Calculating the distance between two points in a Cartesian coordinate system.,Distance between two points,
229,1,9,Calculating distances using the distance formula in a Cartesian coordinate system.,Distance formula application,
230,1,8,Calculating the distance and angle from a point to the origin in a coordinate system.,Point-to-origin distance and angle,0.6324555320336759
231,1,8,Calculating distances between points using the distance formula,Distance formula between points,
232,18,4,Analyzing and applying slopes and linear relationships to solve geometric and algebraic problems,Slopes and linear relationships,0.7378647873726218
233,1,5,Calculating the slope of a line and determining the negative reciprocal for perpendicularity.,Negative reciprocal slope for perpendicularity,0.0
234,1,5,Maximizing the slope of a line by strategically selecting coordinates within defined geometric boundaries.,Maximizing slope within geometric boundaries,0.6324555320336759
235,1,5,Applying the concept of slopes of parallel and perpendicular lines to derive linear equations.,Deriving equations using parallel and perpendicular slopes,0.7745966692414834
236,3,5,Calculating and analyzing slopes and midpoints to assess geometric relationships,Assessing geometry with slopes and midpoints,0.8366600265340756
237,1,6,Calculating and comparing slopes between pairs of points to determine collinearity.,Slope comparison for collinearity assessment,0.6324555320336759
238,2,6,Calculating midpoints and determining slopes of line segments and between points.,Midpoint and slope calculation for line segments,0.6324555320336759
239,1,7,Calculating midpoints and determining slopes of line segments.,Midpoints and slopes of line segments,0.6324555320336759
240,1,7,Calculating midpoints and determining slopes between points.,Midpoints and slopes between points,0.6324555320336759
241,5,5,Analyzing and deriving linear relationships in complex and real planes,Deriving linear relationships in complex planes,0.7378647873726218
242,1,6,Calculating the slope of a line in the complex plane by analyzing the relationship between complex numbers and their parametric representations.,Analyzing slopes in the complex plane through parametric relationships,
243,4,6,Calculating and deriving linear equations from points and slopes,Deriving linear equations from points and slopes,0.7378647873726218
244,2,7,Calculating and applying linear equations from given points and slopes,Applying linear equations to points and slopes,0.8366600265340756
245,1,8,Determining the equation of a line given two points by calculating the slope and applying point-slope form.,Line equation from two points using slope calculation.,0.6324555320336759
246,1,8,"Determining the equation of a line given a point and the slope, and calculating the corresponding y-coordinate for a specific x-value.","Line equation from point and slope, find y for x.",0.6324555320336759
247,2,7,Calculating and deriving equations of lines using slopes and points,Deriving line equations from slopes and points,0.6708203932499368
248,1,8,Calculating slopes and determining equations of lines using point-slope form.,Point-slope form line equation,0.6324555320336759
249,1,8,Calculating the slope of a line and deriving its equation from two given points.,Slope and equation from two points,0.5163977794943223
250,1,5,Analyzing the vertical distance between two functions on a graph to determine their maximum difference.,Determining maximum vertical distance between functions,-0.31622776601683794
251,2,5,Analyzing and transforming coordinate systems to determine geometric properties,Transforming coordinates for geometric properties,0.5163977794943223
252,1,6,Analyzing and transforming polar coordinates into Cartesian coordinates to determine extrema.,Extrema from polar to Cartesian conversion,0.5163977794943223
253,1,6,Analyzing parametric equations to determine the length of a curve on a coordinate plane.,Curve length from parametric equations,
254,2,5,Calculating and applying the slope of a line to solve for unknowns and determine coordinates on parallel lines,Solving unknowns using slope on parallel lines,0.6324555320336759
255,1,6,Calculating the slope of a line using coordinates and solving for an unknown variable.,Using slope to solve for unknown variables,
256,1,6,Determining the slope of a line and applying it to find coordinates of points on parallel lines.,Finding points on parallel lines using slope,0.6324555320336759
257,2,5,Calculating the slope and intercepts of a line from given points,Slope and intercept calculation from points,
258,1,6,Calculating the slope of a line and determining its intercepts.,Slope and intercepts determination,
259,1,6,Calculating the slope of a line and determining the y-intercept from given points.,Slope and y-intercept calculation from points,
260,10,4,Manipulating and analyzing magnitudes and distances of complex numbers in the complex plane.,Complex plane magnitudes and distances,0.4472135954999579
261,1,5,Maximizing distances in the complex plane by manipulating magnitudes and directions of complex numbers.,Maximizing distances through magnitude and direction manipulation,
262,9,5,Calculating and analyzing magnitudes and distances of complex numbers in the complex plane.,Magnitude and distance analysis of complex numbers,0.4472135954999579
263,1,6,Analyzing complex numbers and calculating distances in the complex plane.,Distance analysis in the complex plane,-0.31622776601683794
264,1,6,Calculating the product of complex numbers and determining their magnitudes.,Product magnitudes of complex numbers,0.6324555320336759
