node,depth,gpt-4o-mini-2024-07-18,deepseek-math-7b-instruct,Llama-3.1-8B-Instruct,dart-math-llama3-8b-uniform,Llama-3-8B-Instruct
48,8.0,1.0,1.0,0.0,1.0,1.0
49,8.0,0.0,0.0,1.0,0.0,0.0
50,7.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0
51,8.0,0.0,1.0,0.0,1.0,0.0
52,8.0,1.0,0.5,0.5,0.5,0.0
53,9.0,1.0,0.0,1.0,0.0,0.0
54,9.0,1.0,1.0,0.0,1.0,0.0
55,6.0,0.4,0.4,0.4,0.4,0.4
56,7.0,0.0,0.0,0.0,0.0,0.0
57,7.0,0.5,0.5,0.5,0.5,0.5
58,8.0,0.0,0.0,0.5,0.5,0.0
59,9.0,0.0,0.0,1.0,1.0,0.0
60,9.0,0.0,0.0,0.0,0.0,0.0
61,8.0,1.0,1.0,0.5,0.5,1.0
62,9.0,1.0,1.0,0.0,0.0,1.0
63,9.0,1.0,1.0,1.0,1.0,1.0
64,5.0,1.0,1.0,1.0,1.0,1.0
65,4.0,0.5,0.0,0.125,0.0,0.0
66,5.0,1.0,0.0,0.0,0.0,0.0
67,5.0,1.0,0.0,0.0,0.0,0.0
68,5.0,0.0,0.0,0.0,0.0,0.0
69,6.0,0.0,0.0,0.0,0.0,0.0
70,6.0,0.0,0.0,0.0,0.0,0.0
71,5.0,1.0,0.0,0.0,0.0,0.0
72,5.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
73,6.0,0.5,0.0,0.5,0.0,0.0
74,7.0,1.0,0.0,0.0,0.0,0.0
75,7.0,0.0,0.0,1.0,0.0,0.0
76,6.0,0.0,0.0,0.0,0.0,0.0
77,4.0,0.5,0.3333333333333333,0.5,0.3333333333333333,0.08333333333333333
78,5.0,1.0,0.5,1.0,0.0,0.0
79,6.0,1.0,1.0,1.0,0.0,0.0
80,6.0,1.0,0.0,1.0,0.0,0.0
81,5.0,0.4,0.2,0.2,0.2,0.0
82,6.0,0.5,0.0,0.25,0.25,0.0
83,7.0,0.5,0.0,0.5,0.5,0.0
84,8.0,1.0,0.0,1.0,1.0,0.0
85,8.0,0.0,0.0,0.0,0.0,0.0
86,7.0,1.0,0.0,0.0,0.0,0.0
87,7.0,0.0,0.0,0.0,0.0,0.0
88,6.0,0.0,1.0,0.0,0.0,0.0
89,5.0,0.4,0.4,0.6,0.6,0.2
90,6.0,0.0,0.0,1.0,1.0,0.0
91,6.0,1.0,1.0,0.0,1.0,0.0
92,6.0,0.0,0.0,0.0,0.0,0.0
93,6.0,1.0,1.0,1.0,1.0,1.0
94,6.0,0.0,0.0,1.0,0.0,0.0
95,4.0,0.5,0.8,0.6,0.8,0.4
96,5.0,1.0,1.0,0.0,1.0,1.0
97,5.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333
98,6.0,0.5,0.5,1.0,0.5,0.5
99,7.0,1.0,1.0,1.0,1.0,1.0
100,7.0,0.0,0.0,1.0,0.0,0.0
101,6.0,0.0,0.0,0.0,0.0,0.0
102,5.0,0.4,1.0,0.6,1.0,0.2
103,6.0,1.0,1.0,1.0,1.0,0.0
104,6.0,1.0,1.0,0.0,1.0,1.0
105,6.0,0.0,1.0,0.6666666666666666,1.0,0.0
106,7.0,0.0,1.0,1.0,1.0,0.0
107,7.0,0.0,1.0,1.0,1.0,0.0
108,7.0,0.0,1.0,0.0,1.0,0.0
109,5.0,1.0,1.0,1.0,1.0,1.0
110,4.0,0.3076923076923077,0.23076923076923078,0.38461538461538464,0.38461538461538464,0.38461538461538464
111,5.0,0.0,0.0,1.0,0.0,0.0
112,5.0,0.3333333333333333,0.25,0.3333333333333333,0.4166666666666667,0.4166666666666667
113,6.0,0.0,0.0,0.0,0.0,0.0
114,7.0,0.0,0.0,0.0,0.0,0.0
115,7.0,0.0,0.0,0.0,0.0,0.0
116,6.0,1.0,0.5,1.0,0.5,0.0
117,7.0,1.0,1.0,1.0,1.0,0.0
118,7.0,1.0,0.0,1.0,0.0,0.0
119,6.0,0.2,0.0,0.2,0.4,0.6
120,7.0,1.0,0.0,1.0,1.0,1.0
121,7.0,0.0,0.0,0.0,1.0,0.0
122,7.0,0.0,0.0,0.0,0.0,0.5
123,8.0,0.0,0.0,0.0,0.0,1.0
124,8.0,0.0,0.0,0.0,0.0,0.0
125,7.0,0.0,0.0,0.0,0.0,1.0
126,6.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666
127,7.0,0.0,0.0,1.0,1.0,1.0
128,7.0,0.5,1.0,0.0,0.5,0.5
129,8.0,1.0,1.0,0.0,1.0,1.0
130,8.0,0.0,1.0,0.0,0.0,0.0
131,4.0,0.875,0.625,0.6875,0.5,0.375
132,5.0,1.0,1.0,1.0,1.0,0.0
133,5.0,0.5,0.0,0.5,0.5,0.5
134,6.0,1.0,0.0,0.0,1.0,1.0
135,6.0,0.0,0.0,1.0,0.0,0.0
136,5.0,1.0,1.0,1.0,1.0,0.0
137,5.0,1.0,1.0,1.0,1.0,1.0
138,5.0,1.0,1.0,1.0,0.0,1.0
139,5.0,0.875,0.5,0.5,0.25,0.25
140,6.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
141,7.0,1.0,0.0,0.0,0.0,0.0
142,7.0,0.0,0.0,0.0,0.0,0.0
143,7.0,1.0,1.0,1.0,1.0,0.0
144,6.0,1.0,1.0,1.0,0.0,1.0
145,6.0,1.0,0.5,0.5,0.25,0.25
146,7.0,1.0,0.0,0.0,0.0,0.0
147,7.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333
148,8.0,1.0,1.0,1.0,0.0,1.0
149,8.0,1.0,0.0,0.0,0.0,0.0
150,8.0,1.0,1.0,1.0,1.0,0.0
151,5.0,1.0,1.0,1.0,1.0,0.5
152,6.0,1.0,1.0,1.0,1.0,1.0
153,6.0,1.0,1.0,1.0,1.0,0.0
154,4.0,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.1111111111111111
155,5.0,0.0,0.0,0.0,0.0,0.0
156,5.0,0.0,0.0,0.0,0.0,0.0
157,5.0,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.14285714285714285
158,6.0,1.0,1.0,1.0,1.0,0.0
159,6.0,0.0,0.0,0.0,0.5,0.0
160,7.0,0.0,0.0,0.0,0.0,0.0
161,7.0,0.0,0.0,0.0,1.0,0.0
162,6.0,0.5,1.0,1.0,0.5,0.5
163,7.0,0.0,1.0,1.0,0.0,1.0
164,7.0,1.0,1.0,1.0,1.0,0.0
165,6.0,0.0,0.0,0.5,0.0,0.0
166,7.0,0.0,0.0,1.0,0.0,0.0
167,7.0,0.0,0.0,0.0,0.0,0.0
168,3.0,0.7310924369747899,0.6218487394957983,0.5714285714285714,0.6050420168067226,0.37815126050420167
169,4.0,0.7631578947368421,0.6052631578947368,0.5526315789473685,0.631578947368421,0.4473684210526316
170,5.0,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.6666666666666666
171,6.0,1.0,1.0,1.0,1.0,1.0
172,6.0,0.8,0.6,0.8,0.8,0.6
173,7.0,1.0,0.0,1.0,1.0,0.0
174,7.0,1.0,1.0,1.0,1.0,1.0
175,7.0,0.0,0.0,0.0,0.0,0.0
176,7.0,1.0,1.0,1.0,1.0,1.0
177,8.0,1.0,1.0,1.0,1.0,1.0
178,8.0,1.0,1.0,1.0,1.0,1.0
179,5.0,1.0,1.0,1.0,1.0,0.0
180,5.0,1.0,0.0,0.0,0.0,0.0
181,5.0,0.7333333333333333,0.6,0.5,0.6,0.43333333333333335
182,6.0,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.14285714285714285
183,7.0,1.0,1.0,1.0,1.0,0.0
184,7.0,0.5,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666
185,8.0,0.0,0.0,0.0,1.0,0.0
186,8.0,0.6,0.0,0.2,0.2,0.2
187,9.0,0.5,0.0,0.25,0.25,0.25
188,10.0,0.5,0.0,0.5,0.5,0.5
189,11.0,0.0,0.0,0.0,0.0,0.0
190,11.0,1.0,0.0,1.0,1.0,1.0
191,10.0,0.5,0.0,0.0,0.0,0.0
192,11.0,1.0,0.0,0.0,0.0,0.0
193,11.0,0.0,0.0,0.0,0.0,0.0
194,9.0,1.0,0.0,0.0,0.0,0.0
195,6.0,1.0,0.8,0.8,0.9,0.7
196,7.0,1.0,0.5,0.5,1.0,0.5
197,8.0,1.0,1.0,0.0,1.0,1.0
198,8.0,1.0,0.0,1.0,1.0,0.0
199,7.0,1.0,1.0,1.0,1.0,0.6666666666666666
200,8.0,1.0,1.0,1.0,1.0,0.0
201,8.0,1.0,1.0,1.0,1.0,1.0
202,9.0,1.0,1.0,1.0,1.0,1.0
203,9.0,1.0,1.0,1.0,1.0,1.0
204,7.0,1.0,1.0,0.5,1.0,0.5
205,8.0,1.0,1.0,1.0,1.0,1.0
206,8.0,1.0,1.0,0.0,1.0,0.0
207,7.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0
208,8.0,1.0,1.0,1.0,1.0,1.0
209,9.0,1.0,1.0,1.0,1.0,1.0
210,9.0,1.0,1.0,1.0,1.0,1.0
211,8.0,1.0,0.0,1.0,0.0,1.0
212,6.0,0.0,0.3333333333333333,0.0,0.0,0.0
213,7.0,0.0,0.0,0.0,0.0,0.0
214,7.0,0.0,0.5,0.0,0.0,0.0
215,8.0,0.0,0.0,0.0,0.0,0.0
216,8.0,0.0,1.0,0.0,0.0,0.0
217,6.0,0.8,0.8,0.5,0.6,0.5
218,7.0,0.0,0.5,0.5,0.0,0.0
219,8.0,0.0,1.0,1.0,0.0,0.0
220,8.0,0.0,0.0,0.0,0.0,0.0
221,7.0,1.0,0.875,0.5,0.75,0.625
222,8.0,1.0,1.0,0.0,0.0,1.0
223,8.0,1.0,0.0,0.0,1.0,0.0
224,8.0,1.0,1.0,0.0,0.0,0.0
225,8.0,1.0,1.0,0.6666666666666666,1.0,1.0
226,9.0,1.0,1.0,0.5,1.0,1.0
227,10.0,1.0,1.0,0.0,1.0,1.0
228,10.0,1.0,1.0,1.0,1.0,1.0
229,9.0,1.0,1.0,1.0,1.0,1.0
230,8.0,1.0,1.0,1.0,1.0,0.0
231,8.0,1.0,1.0,1.0,1.0,1.0
232,4.0,0.8333333333333334,0.6111111111111112,0.5555555555555556,0.5555555555555556,0.2222222222222222
233,5.0,1.0,0.0,1.0,1.0,1.0
234,5.0,1.0,0.0,0.0,0.0,0.0
235,5.0,1.0,1.0,1.0,0.0,0.0
236,5.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0
237,6.0,1.0,0.0,0.0,0.0,0.0
238,6.0,1.0,1.0,1.0,1.0,0.0
239,7.0,1.0,1.0,1.0,1.0,0.0
240,7.0,1.0,1.0,1.0,1.0,0.0
241,5.0,0.8,0.6,0.4,0.4,0.0
242,6.0,0.0,0.0,0.0,0.0,0.0
243,6.0,1.0,0.75,0.5,0.5,0.0
244,7.0,1.0,0.5,0.5,0.5,0.0
245,8.0,1.0,0.0,0.0,0.0,0.0
246,8.0,1.0,1.0,1.0,1.0,0.0
247,7.0,1.0,1.0,0.5,0.5,0.0
248,8.0,1.0,1.0,1.0,1.0,0.0
249,8.0,1.0,1.0,0.0,0.0,0.0
250,5.0,0.0,0.0,0.0,1.0,0.0
251,5.0,0.5,0.5,0.0,0.0,0.0
252,6.0,1.0,1.0,0.0,0.0,0.0
253,6.0,0.0,0.0,0.0,0.0,0.0
254,5.0,1.0,1.0,1.0,1.0,0.5
255,6.0,1.0,1.0,1.0,1.0,1.0
256,6.0,1.0,1.0,1.0,1.0,0.0
257,5.0,1.0,1.0,1.0,1.0,1.0
258,6.0,1.0,1.0,1.0,1.0,1.0
259,6.0,1.0,1.0,1.0,1.0,1.0
260,4.0,0.8,0.6,0.6,0.8,0.5
261,5.0,0.0,0.0,0.0,0.0,0.0
262,5.0,0.8888888888888888,0.6666666666666666,0.6666666666666666,0.8888888888888888,0.5555555555555556
263,6.0,0.0,0.0,0.0,1.0,0.0
264,6.0,1.0,1.0,1.0,1.0,0.0
265,6.0,1.0,1.0,0.6666666666666666,1.0,0.3333333333333333
266,7.0,1.0,1.0,0.0,1.0,0.0
267,7.0,1.0,1.0,1.0,1.0,1.0
268,7.0,1.0,1.0,1.0,1.0,0.0
269,6.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0
270,7.0,1.0,0.0,0.0,0.0,1.0
271,7.0,1.0,0.5,1.0,1.0,1.0
272,8.0,1.0,0.0,1.0,1.0,1.0
273,8.0,1.0,1.0,1.0,1.0,1.0
274,6.0,1.0,1.0,1.0,1.0,1.0
275,4.0,0.5555555555555556,0.5,0.4444444444444444,0.3888888888888889,0.2777777777777778
276,5.0,1.0,1.0,0.0,0.0,0.0
277,6.0,1.0,1.0,0.0,0.0,0.0
278,6.0,1.0,1.0,0.0,0.0,0.0
279,5.0,0.0,0.0,0.0,1.0,0.0
280,5.0,0.75,0.75,0.75,0.75,0.5
281,6.0,0.0,0.0,0.0,0.0,0.0
282,6.0,1.0,1.0,1.0,1.0,0.6666666666666666
283,7.0,1.0,1.0,1.0,1.0,0.5
284,8.0,1.0,1.0,1.0,1.0,1.0
285,8.0,1.0,1.0,1.0,1.0,0.0
286,7.0,1.0,1.0,1.0,1.0,1.0
287,5.0,0.4,0.4,0.6,0.4,0.4
288,6.0,1.0,1.0,1.0,1.0,0.5
289,7.0,1.0,1.0,1.0,1.0,1.0
290,7.0,1.0,1.0,1.0,1.0,0.0
291,6.0,0.0,0.0,0.5,0.0,0.5
292,7.0,0.0,0.0,1.0,0.0,1.0
293,7.0,0.0,0.0,0.0,0.0,0.0
294,6.0,0.0,0.0,0.0,0.0,0.0
295,5.0,0.0,0.0,0.0,0.0,0.0
296,5.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333
297,6.0,0.0,0.0,0.5,0.0,0.5
298,7.0,0.0,0.0,1.0,0.0,1.0
299,7.0,0.0,0.0,0.0,0.0,0.0
300,6.0,1.0,0.0,0.0,0.0,0.0
301,5.0,1.0,1.0,0.5,0.5,0.0
302,6.0,1.0,1.0,1.0,1.0,0.0
303,6.0,1.0,1.0,0.0,0.0,0.0
304,4.0,0.4666666666666667,0.4,0.4666666666666667,0.4,0.13333333333333333
305,5.0,0.3333333333333333,0.0,0.0,0.0,0.0
306,6.0,0.0,0.0,0.0,0.0,0.0
307,6.0,0.5,0.0,0.0,0.0,0.0
308,7.0,0.0,0.0,0.0,0.0,0.0
309,7.0,1.0,0.0,0.0,0.0,0.0
310,5.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333
311,6.0,0.0,0.5,0.5,1.0,0.5
312,7.0,0.0,1.0,0.0,1.0,0.0
313,7.0,0.0,0.0,1.0,1.0,1.0
314,6.0,1.0,0.0,0.0,0.0,0.0
315,5.0,0.5,0.0,0.0,0.0,0.0
316,6.0,1.0,0.0,0.0,0.0,0.0
317,6.0,0.0,0.0,0.0,0.0,0.0
318,5.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0
319,6.0,0.0,1.0,1.0,0.0,0.0
320,6.0,0.0,0.0,0.0,0.0,0.0
321,6.0,1.0,1.0,1.0,1.0,0.0
322,5.0,0.75,0.75,1.0,0.75,0.25
323,6.0,0.5,0.5,1.0,0.5,0.0
324,7.0,1.0,1.0,1.0,1.0,0.0
325,7.0,0.0,0.0,1.0,0.0,0.0
326,6.0,1.0,1.0,1.0,1.0,0.5
327,7.0,1.0,1.0,1.0,1.0,0.0
328,7.0,1.0,1.0,1.0,1.0,1.0
329,4.0,0.9,0.95,0.8,0.85,0.6
330,5.0,1.0,1.0,1.0,0.0,0.0
331,5.0,1.0,0.0,1.0,1.0,0.0
332,5.0,1.0,1.0,0.6666666666666666,1.0,0.3333333333333333
333,6.0,1.0,1.0,1.0,1.0,1.0
334,6.0,1.0,1.0,0.0,1.0,0.0
335,6.0,1.0,1.0,1.0,1.0,0.0
336,5.0,1.0,1.0,1.0,0.5,0.5
337,6.0,1.0,1.0,1.0,1.0,0.0
338,6.0,1.0,1.0,1.0,0.0,1.0
339,5.0,1.0,1.0,1.0,1.0,1.0
340,5.0,1.0,1.0,1.0,1.0,1.0
341,5.0,0.75,1.0,0.75,0.75,0.75
342,6.0,0.5,1.0,0.5,1.0,0.5
343,7.0,1.0,1.0,1.0,1.0,1.0
344,7.0,0.0,1.0,0.0,1.0,0.0
345,6.0,1.0,1.0,1.0,0.0,1.0
346,6.0,1.0,1.0,1.0,1.0,1.0
347,5.0,1.0,1.0,1.0,1.0,1.0
348,6.0,1.0,1.0,1.0,1.0,1.0
349,7.0,1.0,1.0,1.0,1.0,1.0
350,7.0,1.0,1.0,1.0,1.0,1.0
351,6.0,1.0,1.0,1.0,1.0,1.0
352,5.0,1.0,1.0,1.0,1.0,0.0
353,5.0,0.6666666666666666,1.0,0.3333333333333333,1.0,0.6666666666666666
354,6.0,0.0,1.0,0.0,1.0,1.0
355,6.0,1.0,1.0,0.5,1.0,0.5
356,7.0,1.0,1.0,1.0,1.0,1.0
357,7.0,1.0,1.0,0.0,1.0,0.0
358,3.0,0.6290322580645161,0.5,0.5645161290322581,0.3870967741935484,0.3225806451612903
359,4.0,0.6,0.45,0.475,0.425,0.25
360,5.0,0.0,0.25,0.25,0.5,0.0
361,6.0,0.0,1.0,0.0,1.0,0.0
362,6.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0
363,7.0,0.0,0.0,0.5,0.5,0.0
364,8.0,0.0,0.0,0.0,1.0,0.0
365,8.0,0.0,0.0,1.0,0.0,0.0
366,7.0,0.0,0.0,0.0,0.0,0.0
367,5.0,1.0,1.0,0.5,1.0,0.5
368,6.0,1.0,1.0,1.0,1.0,1.0
369,6.0,1.0,1.0,0.0,1.0,0.0
370,5.0,0.75,0.5,0.25,0.25,0.5
371,6.0,1.0,1.0,1.0,1.0,0.0
372,6.0,1.0,0.5,0.0,0.0,1.0
373,7.0,1.0,1.0,0.0,0.0,1.0
374,7.0,1.0,0.0,0.0,0.0,1.0
375,6.0,0.0,0.0,0.0,0.0,0.0
376,5.0,0.5555555555555556,0.4444444444444444,0.5555555555555556,0.4444444444444444,0.2222222222222222
377,6.0,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.14285714285714285
378,7.0,0.0,0.0,0.0,0.0,0.0
379,7.0,0.5,0.3333333333333333,0.5,0.3333333333333333,0.16666666666666666
380,8.0,0.0,0.0,0.0,0.0,0.0
381,9.0,0.0,0.0,0.0,0.0,0.0
382,9.0,0.0,0.0,0.0,0.0,0.0
383,8.0,0.75,0.5,0.75,0.5,0.25
384,9.0,1.0,1.0,1.0,1.0,1.0
385,9.0,1.0,0.0,0.0,0.0,0.0
386,9.0,0.5,0.5,1.0,0.5,0.0
387,10.0,0.0,0.0,1.0,1.0,0.0
388,10.0,1.0,1.0,1.0,0.0,0.0
389,6.0,1.0,1.0,1.0,1.0,0.5
390,7.0,1.0,1.0,1.0,1.0,1.0
391,7.0,1.0,1.0,1.0,1.0,0.0
392,5.0,0.8571428571428571,0.42857142857142855,0.5714285714285714,0.2857142857142857,0.2857142857142857
393,6.0,1.0,1.0,1.0,0.0,1.0
394,6.0,0.8333333333333334,0.3333333333333333,0.5,0.3333333333333333,0.16666666666666666
395,7.0,1.0,0.0,0.0,0.0,0.0
396,7.0,0.8,0.4,0.6,0.4,0.2
397,8.0,1.0,0.5,0.5,0.5,0.5
398,9.0,1.0,0.0,0.0,0.0,0.0
399,9.0,1.0,1.0,1.0,1.0,1.0
400,8.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0
401,9.0,1.0,0.0,1.0,0.0,0.0
402,9.0,0.0,0.0,0.0,0.0,0.0
403,9.0,1.0,1.0,1.0,1.0,0.0
404,5.0,0.8,0.6,0.8,0.6,0.4
405,6.0,1.0,1.0,1.0,1.0,0.0
406,6.0,1.0,0.5,1.0,0.5,0.5
407,7.0,1.0,0.0,1.0,0.0,0.0
408,7.0,1.0,1.0,1.0,1.0,1.0
409,6.0,0.0,0.0,0.0,0.0,0.0
410,6.0,1.0,1.0,1.0,1.0,1.0
411,5.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666
412,6.0,0.0,0.0,0.0,0.0,0.0
413,7.0,0.0,0.0,0.0,0.0,0.0
414,7.0,0.0,0.0,0.0,0.0,0.0
415,6.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
416,7.0,0.0,0.0,0.0,0.0,0.0
417,7.0,0.5,0.5,0.5,0.5,0.5
418,8.0,1.0,1.0,1.0,1.0,1.0
419,8.0,0.0,0.0,0.0,0.0,0.0
420,6.0,1.0,1.0,1.0,1.0,0.0
421,5.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
422,6.0,0.5,0.5,0.5,0.0,0.0
423,7.0,0.0,0.0,0.0,0.0,0.0
424,7.0,1.0,1.0,1.0,0.0,0.0
425,6.0,1.0,0.0,0.0,1.0,0.0
426,4.0,0.6818181818181818,0.5909090909090909,0.7272727272727273,0.3181818181818182,0.45454545454545453
427,5.0,1.0,1.0,1.0,0.0,1.0
428,5.0,0.0,0.0,0.0,1.0,1.0
429,5.0,1.0,0.5,1.0,0.0,0.0
430,6.0,1.0,1.0,1.0,0.0,0.0
431,6.0,1.0,0.0,1.0,0.0,0.0
432,5.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666
433,6.0,1.0,1.0,1.0,0.5,1.0
434,7.0,1.0,1.0,1.0,1.0,1.0
435,7.0,1.0,1.0,1.0,0.0,1.0
436,6.0,0.0,0.0,1.0,0.0,0.0
437,5.0,1.0,0.0,1.0,0.0,0.0
438,5.0,0.75,0.5,0.75,0.5,0.25
439,6.0,0.5,0.5,0.5,0.0,0.0
440,7.0,1.0,1.0,1.0,0.0,0.0
441,7.0,0.0,0.0,0.0,0.0,0.0
442,6.0,1.0,0.5,1.0,1.0,0.5
443,7.0,1.0,0.0,1.0,1.0,0.0
444,7.0,1.0,1.0,1.0,1.0,1.0
445,5.0,0.5714285714285714,0.8571428571428571,0.7142857142857143,0.2857142857142857,0.2857142857142857
446,6.0,1.0,1.0,0.0,0.0,0.0
447,6.0,0.0,0.0,1.0,0.0,0.0
448,6.0,0.0,1.0,0.0,0.0,0.0
449,6.0,0.5,1.0,1.0,0.0,0.0
450,7.0,0.0,1.0,1.0,0.0,0.0
451,7.0,1.0,1.0,1.0,0.0,0.0
452,6.0,1.0,1.0,1.0,1.0,1.0
453,7.0,1.0,1.0,1.0,1.0,1.0
454,7.0,1.0,1.0,1.0,1.0,1.0
455,5.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0
456,6.0,0.5,0.0,0.0,0.0,1.0
457,7.0,1.0,0.0,0.0,0.0,1.0
458,7.0,0.0,0.0,0.0,0.0,1.0
459,6.0,1.0,1.0,1.0,1.0,1.0
460,3.0,0.40930232558139534,0.2651162790697674,0.26976744186046514,0.23255813953488372,0.15813953488372093
461,4.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0
462,5.0,0.0,0.0,0.0,0.0,0.0
463,6.0,0.0,0.0,0.0,0.0,0.0
464,6.0,0.0,0.0,0.0,0.0,0.0
465,6.0,0.0,0.0,0.0,0.0,0.0
466,5.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
467,6.0,0.0,0.0,0.0,0.0,0.0
468,6.0,0.5,0.0,0.5,0.0,0.0
469,7.0,1.0,0.0,1.0,0.0,0.0
470,7.0,0.0,0.0,0.0,0.0,0.0
471,5.0,0.0,0.0,0.0,0.0,0.0
472,6.0,0.0,0.0,0.0,0.0,0.0
473,6.0,0.0,0.0,0.0,0.0,0.0
474,5.0,0.0,0.0,0.0,0.0,0.0
475,6.0,0.0,0.0,0.0,0.0,0.0
476,6.0,0.0,0.0,0.0,0.0,0.0
477,5.0,0.0,0.0,0.0,0.0,0.0
478,6.0,0.0,0.0,0.0,0.0,0.0
479,6.0,0.0,0.0,0.0,0.0,0.0
480,5.0,0.0,0.0,0.0,0.0,0.0
481,4.0,0.23076923076923078,0.0,0.07692307692307693,0.07692307692307693,0.0
482,5.0,1.0,0.0,0.0,0.0,0.0
483,5.0,0.0,0.0,0.0,0.0,0.0
484,5.0,0.0,0.0,0.0,0.0,0.0
485,5.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0
486,6.0,0.5,0.0,0.5,0.0,0.0
487,7.0,0.0,0.0,1.0,0.0,0.0
