node,depth,gpt-4-1106-preview,gpt-4-0125-preview,gpt-4-0314,qwen1.5-72b-chat,gpt-4-0613,mistral-medium,claude-1,gemini-pro-dev-api,claude-2.0,mixtral-8x7b-instruct-v0.1,gemini-pro,claude-2.1,pplx-70b-online,yi-34b-chat,llama-2-70b-chat,claude-instant-1,gpt-3.5-turbo-0613,wizardlm-70b,starling-lm-7b-alpha,gpt-3.5-turbo-0125,gpt-3.5-turbo-0314,nous-hermes-2-mixtral-8x7b-dpo,vicuna-33b,tulu-2-dpo-70b,dolphin-2.2.1-mistral-7b,solar-10.7b-instruct-v1.0,deepseek-llm-67b-chat,qwen1.5-7b-chat,llama2-70b-steerlm-chat,mistral-7b-instruct-v0.2,openhermes-2.5-mistral-7b,openchat-3.5,codellama-34b-instruct,llama-2-13b-chat,pplx-7b-online,llama-2-7b-chat,wizardlm-13b,gpt-3.5-turbo-1106,openchat-3.5-0106,zephyr-7b-beta,mpt-30b-chat,qwen1.5-4b-chat,guanaco-33b,qwen-14b-chat,stripedhyena-nous-7b,vicuna-13b,palm-2,zephyr-7b-alpha,falcon-180b-chat,mistral-7b-instruct,vicuna-7b,koala-13b,chatglm3-6b,gpt4all-13b-snoozy,mpt-7b-chat,RWKV-4-Raven-14B,chatglm2-6b,oasst-pythia-12b,alpaca-13b,fastchat-t5-3b,chatglm-6b,stablelm-tuned-alpha-7b,dolly-v2-12b,llama-13b
10,3,1272.0649079313107,1234.8787443281326,1166.2766789865457,1060.1261208886267,1132.78873533923,1118.5258504740887,1131.3631563192955,1124.545238535672,1112.8405887370257,1114.0,1105.1966584666309,1067.0042282986037,1119.3283252707913,1144.1573619863605,1080.2865306104588,1126.9254244221704,1100.0217454125411,1076.0486306232015,1071.2499047109818,1099.274548250578,1049.4528656013053,1008.950953378494,1097.6931284392642,1081.501446425661,1008.950953378494,1033.9330184226162,976.6846782100068,1008.950953378494,1003.9157752601391,1008.950953378494,1081.1205001637707,1058.834803959817,1009.9689767829376,1062.824220450156,1018.1804343411649,1076.1276358058465,1029.3002199420926,1014.6374660736742,1119.1818084262732,1025.786831563058,1008.1769651381586,1083.068278615076,1051.3039355949697,982.8232890489927,987.7167990813793,976.7374694676253,953.0389704076114,979.4616583138946,888.5064423024795,966.6848692975333,944.5879254816939,877.0445902811671,882.4732934977997,1008.950953378494,790.2269084631798,777.5076909648337,754.8274876503727,808.668742376862,864.8183204582808,878.7834870129954,732.6877070429728,761.4350338038555,656.649190007523,724.8300055618611
11,3,1240.5353781680465,1209.422078434197,1183.2555737960045,1190.1504963809548,1170.0909982058167,1154.4073614699441,1108.8546530863298,1077.8585538105417,1179.943400807083,1114.0,1078.821790629101,1126.4603983601016,1064.1572151538583,1063.9693383118015,1041.0654581473668,1075.3777132352363,1114.9901157198756,1138.0694314778073,1060.5333887171248,1214.9545201613435,1036.3643913778883,,1027.300888695212,1057.1598802675637,1059.2651507648634,1082.5491890791961,1036.3643913778883,1036.3643913778883,1070.0402644777864,1036.3643913778883,1109.8849393558476,1123.5120003417394,994.637839767183,967.2782037281894,899.760228344958,992.1960397984756,972.2889530403438,1110.5269328653203,1036.3643913778883,1012.4248800331343,1036.3643913778883,1036.3643913778883,1090.0273035627658,1049.227264285932,994.456926841548,972.9729047276174,1058.6194675332567,1036.3643913778883,1036.3643913778883,1036.3643913778883,881.4097973845944,950.021961281844,1036.3643913778883,1036.3643913778883,908.2000479471358,890.1652021547904,1036.3643913778883,843.0076011005885,858.0372952298046,728.173715106448,877.0034550503017,1036.3643913778883,836.7606141435385,758.0283665340133
12,3,1349.9515504874123,1059.771729389242,1273.3812551029448,1260.032647166875,1280.6195454156093,1086.659829923629,1138.7225050913207,1059.771729389242,1206.1969908383915,1114.0,1020.2867689652808,1148.4808448834947,1059.771729389242,1061.093850006681,1070.7296026087529,1134.9080864692503,1145.9421636078325,1059.771729389242,1138.7779018192693,1059.771729389242,1059.771729389242,1059.771729389242,1120.5928644135581,1059.771729389242,1059.771729389242,952.7689502813026,1059.771729389242,1059.771729389242,898.3026624394221,1059.771729389242,976.5420024738548,1030.5080271747206,1102.9317098760423,1023.1715491514294,1059.771729389242,1023.8794324935444,1067.4455408070733,1141.9298577163904,1059.771729389242,1046.5916788131567,1059.771729389242,1059.771729389242,962.2890444555222,1074.5625630767067,1059.771729389242,1046.8655812982554,1059.771729389242,1059.771729389242,1059.771729389242,1104.2304584839185,868.3154404841179,1072.412556187976,1019.1351196164969,1059.771729389242,1059.771729389242,1059.771729389242,1059.771729389242,887.0710485937891,1059.771729389242,1059.771729389242,760.6868264301922,999.7495680052975,601.7879627424416,1059.771729389242
13,3,1256.6794107318344,1211.149412304522,1241.4637753387985,1025.0950411450588,1148.726660617848,1097.2803204075324,1127.825403058931,1186.8371301128243,1002.3722309611741,1114.0,1039.1729094022269,1060.0739451139934,1195.7083373870144,972.1859917895397,992.1625104450696,996.0649757244166,1145.0724852378708,985.3076506905124,927.2049169959015,1025.0950411450588,968.5063309945241,1025.0950411450588,890.1600421719929,1101.5302938314737,1025.0950411450588,1025.0950411450588,1025.0950411450588,1025.0950411450588,1025.0950411450588,1025.0950411450588,1025.0950411450588,1083.9781851333344,1038.0284037514994,1036.0027065116456,1025.0950411450588,1034.7184450990903,1177.457611603104,1013.3014490761823,1025.0950411450588,1011.7506728453765,1025.0950411450588,1025.0950411450588,1025.0950411450588,1025.0950411450588,1025.0950411450588,994.8185553633976,836.816569528641,1025.0950411450588,1025.0950411450588,1038.9922519553843,962.110655148753,901.9490692421664,1025.0950411450588,1025.0950411450588,1025.0950411450588,1007.8153293563392,1025.0950411450588,761.4899774465497,1025.0950411450588,1025.0950411450588,702.607571434407,1025.0950411450588,667.1943355533026,1025.0950411450588
14,3,1330.2185324419747,1153.8353466351086,1306.7609814018124,1121.2978592498198,1232.0562713500917,1196.4258315884358,1151.0292299570883,1265.1706106663173,1205.3563589168748,1114.0,1296.669453994948,1185.697620308552,1233.1510932777041,1121.2978592498198,1242.675860055565,1116.1315210887533,1166.2242685552187,1093.6306535920125,1252.0898395684194,1121.2978592498198,1182.6581073133098,1121.2978592498198,1182.7375273183848,1325.3027526816832,1121.2978592498198,1121.2978592498198,1134.7525092361798,1121.2978592498198,1121.2978592498198,1121.2978592498198,1073.9244945190012,1219.044143180291,989.1025240821939,1114.8238187504953,1121.2978592498198,1152.1901452822212,1090.0443693938923,1057.7920538606381,1121.2978592498198,1098.8495835056735,1121.2978592498198,1121.2978592498198,1121.2978592498198,1100.6118109670488,932.9423919836692,1095.5247647171827,1121.2978592498198,1121.2978592498198,1121.2978592498198,1044.9735043599553,1161.90783740811,1102.8782737479046,1121.2978592498198,1121.2978592498198,891.86048067384,1005.4372520143291,1121.2978592498198,842.2479012329285,973.7444797076229,871.6502124093983,947.3230426243842,1121.2978592498198,961.0626341232211,1121.2978592498198
15,3,1279.5079836649106,1300.0496776436785,1202.5544639342968,1136.896358147386,1217.5538923244999,1188.940626228046,1182.1456249649193,1171.1550522256914,1171.7497051095932,1114.0,1036.371374601384,1140.0972517254065,1092.6472612343998,1082.3185050615316,1097.9513527829158,1140.1373429791774,1135.1084192731118,1092.311604648692,1125.669364443261,1073.7012963662844,1033.2129926910277,1069.9691571757714,1071.5502264173015,1110.0534326257418,1043.727727052562,1136.3039084547925,1202.5931709360602,1069.9691571757714,1069.9691571757714,1069.9691571757714,1066.1263222595933,1072.35770029214,1103.9403594687856,1006.5972819152184,1057.966076132492,971.0159971546807,994.2996496968367,1103.3412270863998,1069.9691571757714,1066.9103641567176,1055.8578826356102,1069.9691571757714,1109.3287754454877,1106.311985522135,1070.8030372065095,1054.0078048152131,1073.8458306122475,1074.0546836486183,1069.9691571757714,900.7982010946944,1112.1675368074552,981.6504832978412,951.1578688295459,1069.9691571757714,940.4230799826611,1069.9691571757714,1069.9691571757714,909.5766256312324,728.1615434759935,806.3358710707904,920.5877963502437,822.4635730143002,1069.9691571757714,1069.9691571757714
16,3,1249.9140223427924,1054.508898647711,1186.872110115583,1054.508898647711,1175.3700890532987,1118.7899552394256,1111.5507867942263,1135.0677730659036,1121.332268278585,1114.0,1130.3452018986607,1143.51941721015,1146.6453928049189,1083.264438994616,1088.2178727070152,1160.892208476266,1133.8562487531694,1067.1442269050833,1130.0349889542993,1083.4995441521341,1130.670209617992,1054.508898647711,1090.5975626814168,1100.5787794426194,1186.766471840391,1054.508898647711,1054.508898647711,1054.508898647711,1099.2884291423316,,993.7327611166486,984.9238601283491,1092.680312262501,1050.914881870425,1054.508898647711,1008.2349061229338,1053.4020888929563,1107.4139479149737,1054.508898647711,957.5150292894976,1051.9759679327926,1054.508898647711,1081.3461159125031,1045.7683790813246,1027.0495104724578,1076.822501949512,1061.935452131899,1054.508898647711,1054.508898647711,977.4629791788026,1055.5083370385953,1018.7920858432325,964.2482516708285,1054.508898647711,953.0791835703639,937.1494567066621,1054.508898647711,912.5401896741697,897.3505789106853,861.8849364787143,930.8653156421235,909.4515568055382,900.5922120753303,824.5861352408524
17,3,1177.8438947800516,1145.510993146078,1111.6178892436692,1122.0782936590078,1096.4329190712913,1094.0980048091365,1100.896147983193,1077.5126238797104,1074.2664866882217,1114.0,1044.3254479281102,1033.718829766995,1119.4614469249593,1057.166192227739,1076.6792750446734,1063.4208189849712,1045.8279080328018,1023.4548048936822,1106.7274859819104,1019.2960364074736,1051.1574914516934,976.3500451423633,1069.3672246052502,1033.2781944199644,976.3500451423633,1113.0413763557578,1019.9740545354837,976.3500451423633,1047.4589661834095,976.3500451423633,967.5192853976492,928.9901783249358,989.0749764652028,981.7810649743564,1010.4416455983016,973.3842678832843,965.7050251844973,958.8465924445755,976.3500451423633,958.692132733355,940.3366564808609,976.3500451423633,976.3500451423633,927.3733011440593,990.8039255515052,878.8094721421124,884.3871225294346,976.3500451423633,976.3500451423633,994.5240959698327,946.0588541747614,829.5160201556647,905.0433866824591,915.1291921824843,786.096207773955,784.8710221449073,976.3500451423633,786.0803611718816,733.2599879696045,671.4912219136083,707.8283316329545,674.1640109852515,617.7312459285272,976.3500451423633
18,3,1252.131108962335,1264.2436501812367,1176.751125167933,1145.3947645894373,1134.4879071838836,1139.7561968798575,1121.7457755638902,1135.671662478435,1112.8321854167896,1114.0,1134.9980077084665,1096.946141774574,1086.469653325367,1101.3102798521759,1101.4214429002698,1098.630220205786,1080.2590594588921,1089.6963813733387,1095.324163311074,1083.154919215216,1073.1496764173776,1115.725721353687,1076.4131738926087,1066.1986265991502,1065.7523854173448,1041.396104518423,1070.808990115448,1038.6119627308676,1052.0767466839418,951.242828654918,1080.5040568214001,1026.2352230517608,1049.6450935612754,1047.4678172142478,1035.1591213689728,1041.4177246748886,1050.9687061502993,1027.5096007932675,967.1361387417614,1042.1591692419895,1001.8466162288623,1035.5855756556061,1026.364354076637,986.9556462042182,1015.4778587667128,998.6332108139684,1008.6936320237473,977.2986799845878,1057.6205946345178,993.6800772683479,974.9158477436685,975.2067153346364,936.6955520646368,896.5050922355852,904.1699587889711,882.6031864436972,894.2636851274231,851.6466027603533,885.8585782091077,861.9835938896731,829.7417593371576,753.0625890239871,765.9265473005903,765.6379369788888
19,3,1190.5387605262254,1188.375156314553,1112.4471177610196,1170.6776979661324,1093.7961690266811,1124.6293585547496,1111.45316783371,1069.96698647471,1087.3190641006704,1114.0,1075.5029011564507,1082.2805780713693,1096.7050010862297,1119.3509468331629,1121.9799326672933,1052.8638246551398,1049.6996672446353,1106.8575746750669,1085.2046468397982,1050.368624629001,1072.9251053708797,1066.6671800347242,1078.3741971643178,1021.6866195844989,1062.0374693630088,1058.616276391181,1058.1963045053863,1073.7741106250962,1052.667286454992,1021.0752560624551,1016.1537700469912,1060.7981166502975,1038.2869532697443,1053.6153633042716,1109.2127422815954,1062.759744835598,1034.1590982275202,991.9407129407269,1020.4342795243541,1027.13038579063,1037.237449072706,1034.2543521947796,1009.4126354046065,1012.7194328848665,974.7090858075196,999.2543013651403,1007.3918481600426,980.8379816816978,989.7328237943385,993.3246435257049,945.5744728930686,1002.6835447321268,874.2927011741771,845.6396634413302,900.090375923637,871.7885549171565,924.3265458613208,883.386353057668,859.668563169236,842.1541004690796,794.149188766787,825.7930674165334,789.8293531552649,866.0372002834681
20,3,1279.8193467217973,1161.2599327722878,1232.8701751586673,1228.295190163338,1163.6899914579983,1071.8646308413063,1182.119694716131,1074.848587410892,1126.4159505535968,1114.0,1074.848587410892,1138.1922046536165,1058.9755630184509,1074.848587410892,1104.2624021218166,1039.3827415994165,1070.1008622091206,1074.848587410892,1074.848587410892,1074.848587410892,1121.0377583926884,1074.848587410892,1059.9797267569256,1075.2649958494976,1074.848587410892,1074.848587410892,1003.3463372941187,1074.848587410892,1074.848587410892,,1074.848587410892,1048.9310362236583,1038.08532072964,1028.105476684937,973.4851793616834,1020.5451355172057,1008.7988485925314,1070.693280508536,,1077.9742330775562,1074.848587410892,1074.848587410892,1074.848587410892,1074.848587410892,1047.9712002496487,1025.7320012496525,1027.434047701408,1074.848587410892,1074.848587410892,1049.454838840515,1017.1160372971561,896.0145256129495,1074.848587410892,1074.848587410892,1074.848587410892,994.9537004057939,1074.848587410892,1074.848587410892,988.6796056366791,1074.848587410892,1074.848587410892,1074.848587410892,1074.848587410892,1074.848587410892
21,3,1196.010038799807,1015.7882128093706,1157.3210001902598,1015.7882128093706,1196.6662887874656,1207.2385679515728,1173.2868340093075,1066.7144461596756,1025.2206561018659,1114.0,1105.5901104072113,1067.8152412614256,1003.7515399600971,998.0594718707939,1073.1966231222327,1033.3718429837313,1124.2179887480288,1155.3284787227753,1101.8141979833524,1196.2150762630706,920.1770705396946,1015.7882128093706,1066.6967633537365,1100.3047399415607,1015.7882128093706,1015.7882128093706,1051.6137486045532,1015.7882128093706,1015.7882128093706,1015.7882128093706,1041.558506896488,1023.7227264951517,917.0670385925614,1079.297616790284,1015.7882128093706,1045.0959679092807,1015.7882128093706,1076.9424595602788,1015.7882128093706,1033.875220839868,1015.7882128093706,1015.7882128093706,1015.7882128093706,1015.7882128093706,1015.7882128093706,1013.9518924915351,1031.712428335649,1015.7882128093706,1015.7882128093706,958.4088368962769,1015.7882128093706,947.7871808519895,1015.7882128093706,1015.7882128093706,473.9339849485923,1015.7882128093706,934.5001020957224,758.4654751165647,1015.7882128093706,461.83978336125665,1015.7882128093706,1015.7882128093706,667.182139812365,1015.7882128093706
22,3,1382.9563828784894,1166.2164597618848,1274.8959847630235,1166.2164597618848,1307.1824728691577,1255.2104980080685,1183.068518697899,1262.463245591323,1181.23948389392,1114.0,1166.2164597618848,1180.7489293670528,1166.741429826755,1001.8940499241525,1318.8507647536326,1221.1920458362715,1195.1186595231034,1201.588191759513,1221.4120315034488,1166.2164597618848,1256.6483596226926,1166.2164597618848,1265.8901001852455,1180.6004768251917,1166.2164597618848,1197.2726544971797,1198.3093241522452,,1166.2164597618848,,1167.6349165203944,1166.2164597618848,1126.484861285522,1269.5671375052361,1166.2164597618848,1198.6574853827742,1249.3164425553614,1254.500042511232,,1195.7262844059187,1166.2164597618848,,1248.2983308819075,1166.2164597618848,1151.132606786408,1185.2022965180977,1172.4638910253516,1166.2164597618848,1166.2164597618848,1033.3896231251074,1154.9232935343966,1052.5730974019616,1058.8154530417396,1166.2164597618848,1166.2164597618848,824.6153729932303,1166.2164597618848,937.7274608425181,1010.9484527951053,1166.2164597618848,971.2014456736518,1166.2164597618848,984.4127509730027,1166.2164597618848
