node,depth,gpt-4o-2024-08-06,gpt-3.5-turbo-0613,deepseek-coder-6.7b-base
133,3,1.0,1.0,1.0
134,3,0.0,0.0,0.0
135,3,1.0,1.0,0.0
136,3,1.0,0.5,0.5
137,3,0.0,0.0,0.0
138,3,0.0,0.0,0.0
139,3,0.6,0.4,0.6
140,3,0.6363636363636364,0.45454545454545453,0.45454545454545453
141,3,1.0,1.0,1.0
142,3,0.625,0.625,0.125
143,3,0.25,0.0,0.0
144,3,0.5714285714285714,0.42857142857142855,0.2857142857142857
145,3,0.25,0.25,0.25
146,3,0.6666666666666666,0.3333333333333333,0.3333333333333333
147,3,0.0,0.0,0.0
148,3,0.25,0.25,0.0
149,3,0.4,0.6,0.0
150,3,0.3333333333333333,0.0,0.16666666666666666
151,3,1.0,0.0,0.0
152,3,0.3333333333333333,0.0,0.6666666666666666
153,3,0.0,0.0,0.0
154,3,1.0,0.0,0.0
155,3,1.0,0.6666666666666666,0.0
156,3,0.5,0.0,0.0
157,3,0.0,0.0,0.0
158,3,0.0,0.0,0.0
159,3,1.0,1.0,1.0
160,3,0.0,0.0,0.0
161,3,0.0,0.0,0.0
162,3,0.0,0.0,0.0
163,3,0.4,0.2,0.0
164,3,0.25,0.25,0.0
165,3,0.0,1.0,0.0
166,3,0.0,0.0,0.0
167,3,1.0,0.0,1.0
168,3,0.0,0.0,1.0
169,3,0.0,0.0,0.0
170,3,0.6666666666666666,0.0,0.3333333333333333
171,3,1.0,0.5,1.0
172,3,0.0,0.0,0.0
173,3,0.5,0.0,1.0
174,3,0.0,0.0,0.0
175,3,0.0,0.0,0.0
176,3,0.0,0.0,0.2
177,3,0.0,0.0,0.0
178,3,1.0,0.0,0.0
179,3,1.0,0.3333333333333333,0.3333333333333333
180,3,0.5,0.0,0.0
181,3,1.0,0.0,0.0
182,3,0.5,1.0,0.75
183,3,0.3333333333333333,0.3333333333333333,0.3333333333333333
184,3,1.0,0.0,1.0
185,3,0.6666666666666666,0.0,0.0
186,3,1.0,1.0,0.0
187,3,0.0,0.0,0.0
188,3,1.0,1.0,0.0
189,3,1.0,0.0,0.0
190,3,0.0,0.0,0.0
191,3,0.5,0.0,0.0
192,3,0.5,1.0,0.5
193,3,1.0,0.6666666666666666,0.0
194,3,1.0,1.0,1.0
195,3,1.0,0.5,0.5
196,3,0.0,0.0,0.0
197,3,1.0,1.0,1.0
198,3,0.0,0.0,0.0
199,3,0.0,0.0,0.0
200,3,0.5,0.0,0.0
201,3,0.5,0.5,0.0
202,3,0.5,0.0,0.5
203,3,1.0,0.5,0.0
204,3,0.5,0.0,0.0
205,3,0.75,0.0,0.75
206,3,0.0,1.0,0.0
207,3,0.5,0.5,0.5
208,3,0.0,0.0,0.0
209,3,0.0,1.0,1.0
210,3,0.0,1.0,1.0
211,3,0.5,0.16666666666666666,0.0
212,3,1.0,1.0,0.0
213,3,0.6,0.6,0.0
214,3,1.0,0.0,0.0
215,3,1.0,0.3333333333333333,1.0
216,3,1.0,1.0,1.0
217,3,1.0,1.0,1.0
218,3,0.3333333333333333,0.0,0.0
219,3,0.4,0.0,0.0
220,3,0.0,0.0,0.0
221,3,1.0,0.0,0.0
222,3,0.8,0.4,0.6
223,3,1.0,0.0,0.0
224,3,0.0,0.0,0.0
225,3,0.5,0.5,0.0
226,4,0.7777777777777778,0.5555555555555556,0.4444444444444444
227,4,0.8333333333333334,0.8333333333333334,0.5
228,4,1.0,0.75,0.25
229,4,0.0,0.6666666666666666,0.3333333333333333
230,4,1.0,1.0,0.5
231,4,0.7272727272727273,0.0,0.0
232,4,1.0,0.6666666666666666,0.6666666666666666
233,4,0.75,0.25,0.0
234,4,1.0,0.5,1.0
235,4,0.5454545454545454,0.2727272727272727,0.36363636363636365
236,4,1.0,0.6666666666666666,0.3333333333333333
237,4,0.5714285714285714,0.14285714285714285,0.42857142857142855
238,4,0.8333333333333334,0.3333333333333333,0.3333333333333333
239,4,0.8571428571428571,0.39285714285714285,0.32142857142857145
240,4,0.4782608695652174,0.30434782608695654,0.43478260869565216
241,4,0.6,0.4,0.26666666666666666
242,4,0.6086956521739131,0.34782608695652173,0.43478260869565216
243,4,0.6,0.0,0.0
244,4,0.75,0.625,0.5
245,4,0.0,0.0,0.0
246,4,1.0,1.0,1.0
247,4,0.0,0.0,0.0
248,4,1.0,0.0,1.0
249,4,1.0,0.0,1.0
250,4,1.0,0.5,0.5
251,4,0.5,0.0,0.0
252,4,0.5,1.0,0.5
253,4,1.0,0.0,0.0
254,4,1.0,0.0,0.0
255,4,1.0,0.0,0.0
256,4,1.0,1.0,1.0
257,4,1.0,1.0,1.0
258,4,1.0,1.0,0.0
259,4,1.0,1.0,0.0
260,4,0.5,0.0,0.0
261,4,0.5,0.0,0.0
262,4,0.6666666666666666,0.0,0.0
263,4,1.0,1.0,0.0
264,4,1.0,0.5,0.5
265,4,0.0,0.0,0.0
266,4,0.0,0.0,0.0
267,4,0.6666666666666666,0.3333333333333333,0.3333333333333333
268,4,0.8,0.4,0.4
269,4,0.5,0.5,0.5
270,4,1.0,0.5,0.75
271,4,1.0,1.0,1.0
272,4,0.0,0.0,0.0
273,4,1.0,0.0,0.0
274,4,0.0,1.0,0.0
275,4,1.0,0.0,0.0
276,4,0.8,0.6,0.6
277,4,1.0,1.0,1.0
278,4,1.0,0.875,0.5
279,4,0.5,0.0,0.0
280,4,1.0,1.0,1.0
281,4,0.6666666666666666,0.3333333333333333,0.6666666666666666
282,4,0.3333333333333333,0.3333333333333333,0.0
283,4,0.0,0.0,0.0
284,4,0.6666666666666666,0.3333333333333333,0.3333333333333333
285,4,0.875,0.75,0.625
286,4,0.5,0.5,0.5
287,4,0.0,0.0,0.0
288,4,1.0,0.0,1.0
289,4,1.0,1.0,0.6666666666666666
290,4,1.0,1.0,0.0
291,4,1.0,1.0,1.0
292,4,1.0,1.0,1.0
293,4,1.0,1.0,0.0
294,4,1.0,1.0,1.0
295,4,1.0,1.0,1.0
296,4,1.0,0.8,1.0
297,4,1.0,1.0,1.0
298,4,1.0,1.0,1.0
299,4,1.0,1.0,1.0
300,4,1.0,0.0,0.0
301,4,1.0,1.0,1.0
302,4,0.5,0.0,0.0
303,4,0.6666666666666666,0.3333333333333333,0.3333333333333333
304,4,0.5,0.0,0.5
305,4,0.0,0.5,0.0
306,4,0.8,0.6,0.6
307,4,1.0,0.5,0.0
308,4,1.0,1.0,1.0
309,4,0.0,0.0,0.0
310,4,1.0,1.0,1.0
311,4,0.6666666666666666,0.6666666666666666,0.6666666666666666
312,4,0.0,0.0,0.0
313,4,1.0,0.0,1.0
314,4,1.0,1.0,1.0
315,4,0.6666666666666666,0.6666666666666666,0.6666666666666666
316,4,1.0,0.8,0.8
317,4,0.3333333333333333,0.0,0.0
318,4,1.0,0.6666666666666666,0.5
319,4,1.0,1.0,0.0
320,4,0.0,0.0,0.5
321,4,1.0,1.0,0.6666666666666666
322,4,1.0,0.5,0.5
323,4,1.0,1.0,1.0
324,4,1.0,1.0,0.0
325,4,0.0,0.0,0.0
326,4,0.75,0.5,0.25
327,4,0.6666666666666666,1.0,0.3333333333333333
328,4,1.0,0.5,0.5
329,4,1.0,1.0,1.0
330,4,0.0,1.0,1.0
331,4,1.0,1.0,1.0
332,4,0.5,0.0,0.0
333,4,1.0,1.0,0.5
334,4,1.0,1.0,1.0
335,4,0.4,0.2,0.4
336,4,1.0,0.5,0.5
337,4,0.5,0.0,0.0
338,4,1.0,0.0,0.0
339,4,1.0,1.0,1.0
340,4,0.0,0.0,0.0
341,4,0.0,0.0,0.0
342,4,0.0,0.0,0.0
343,4,0.0,0.0,0.0
344,4,1.0,0.5,1.0
345,4,1.0,0.0,1.0
346,4,1.0,0.0,0.0
347,4,0.5,0.0,0.5
348,4,0.0,0.0,0.0
349,4,0.0,0.0,0.0
350,4,0.75,0.0,0.0
351,4,0.0,0.0,0.0
352,4,0.5,0.0,0.0
353,4,0.0,0.0,0.0
354,4,0.0,0.0,0.0
355,4,1.0,1.0,0.0
356,4,1.0,1.0,1.0
357,4,1.0,1.0,0.5
358,4,0.0,0.0,0.0
359,4,1.0,1.0,1.0
360,4,0.0,0.0,0.0
361,4,0.0,0.0,1.0
362,4,1.0,1.0,0.0
363,4,1.0,1.0,0.0
364,4,1.0,0.0,0.0
365,4,1.0,0.0,0.0
366,4,1.0,0.0,0.0
367,4,0.0,0.0,0.0
368,4,1.0,1.0,0.5
369,4,1.0,1.0,1.0
370,4,0.0,0.0,0.0
371,4,1.0,0.0,0.0
372,4,0.0,1.0,1.0
373,4,0.3333333333333333,0.0,0.0
374,4,1.0,1.0,0.0
375,4,0.0,0.0,0.0
376,4,1.0,1.0,0.0
377,4,0.0,0.0,0.0
378,4,1.0,1.0,0.0
379,4,1.0,0.0,1.0
380,4,1.0,1.0,1.0
381,4,0.0,1.0,0.0
382,4,0.0,0.0,0.0
383,4,0.0,0.0,0.0
384,4,0.0,0.0,1.0
385,4,1.0,1.0,0.0
386,4,0.0,0.0,0.0
387,4,0.5,0.0,0.5
388,4,0.5714285714285714,0.2857142857142857,0.5714285714285714
389,4,0.0,1.0,0.0
390,4,0.0,0.0,0.5
391,4,0.0,0.0,0.0
392,4,1.0,1.0,0.0
393,4,1.0,1.0,0.0
394,4,0.0,1.0,0.0
395,4,1.0,0.0,0.0
396,4,0.0,0.0,0.0
397,4,0.5,0.5,0.0
398,4,0.5,0.5,0.0
399,4,1.0,0.0,0.0
400,4,0.0,1.0,0.0
401,4,0.5,1.0,1.0
402,4,0.0,0.0,0.0
403,4,1.0,1.0,0.0
404,4,0.6666666666666666,0.3333333333333333,0.0
405,4,0.0,0.0,0.0
406,4,1.0,0.0,0.0
407,4,1.0,1.0,1.0
408,4,0.0,0.0,0.0
409,4,0.3333333333333333,1.0,0.3333333333333333
410,4,1.0,0.6666666666666666,0.0
411,4,1.0,1.0,0.0
412,4,0.6666666666666666,0.3333333333333333,0.0
413,4,0.0,0.0,0.0
414,4,0.0,0.0,0.0
415,4,0.5714285714285714,0.5,0.2857142857142857
416,4,1.0,0.0,1.0
417,4,1.0,0.6666666666666666,0.6666666666666666
418,4,1.0,0.0,0.0
419,4,0.75,0.5,0.25
420,4,0.6666666666666666,0.6666666666666666,0.3333333333333333
421,4,0.0,0.0,0.0
422,4,0.0,0.0,0.0
423,4,0.0,0.0,0.0
424,4,1.0,1.0,0.0
425,4,0.0,0.0,0.0
426,4,0.0,0.0,0.0
427,4,0.5,0.0,0.0
428,4,0.0,0.0,0.0
429,4,1.0,0.0,1.0
430,4,1.0,1.0,0.0
431,4,0.0,0.0,0.0
432,4,1.0,0.0,0.0
433,4,0.4,0.6,0.4
434,4,1.0,0.0,0.3333333333333333
435,4,0.0,0.0,0.0
436,4,1.0,1.0,1.0
437,4,1.0,1.0,1.0
438,4,0.0,0.0,0.0
439,4,0.5,0.0,0.0
440,4,0.5,0.0,0.0
441,4,0.0,0.0,0.0
442,4,0.0,0.0,0.0
443,4,1.0,1.0,1.0
444,4,0.0,0.0,0.0
445,4,0.0,0.0,0.0
446,4,0.0,0.0,0.0
447,4,0.0,0.0,0.0
448,4,0.0,0.0,0.0
449,4,0.5,0.0,0.0
450,4,0.0,0.0,0.0
451,4,1.0,0.0,0.0
452,4,0.5,0.0,0.0
453,4,0.0,0.0,0.0
454,4,1.0,1.0,1.0
455,4,0.0,0.0,0.0
456,4,1.0,1.0,1.0
457,4,0.0,0.0,0.0
458,4,1.0,1.0,0.0
459,4,0.5,1.0,0.5
460,4,1.0,1.0,0.0
461,4,0.3333333333333333,0.3333333333333333,0.3333333333333333
462,4,0.0,0.0,0.0
463,4,1.0,0.5,0.5
464,4,1.0,0.75,0.75
465,4,1.0,1.0,1.0
466,4,0.25,0.0,0.0
467,4,0.0,0.0,0.0
468,4,1.0,1.0,0.5
469,4,1.0,1.0,0.0
470,4,0.0,0.5,0.0
471,4,1.0,1.0,1.0
472,4,1.0,0.0,0.0
473,4,1.0,1.0,0.0
474,4,0.0,1.0,0.0
475,4,0.3333333333333333,0.6666666666666666,0.0
476,4,0.5,0.5,0.5
477,4,0.0,0.0,0.0
478,4,1.0,0.0,0.0
479,4,1.0,0.0,0.0
480,4,0.5,0.0,0.0
481,4,0.3333333333333333,0.6666666666666666,0.0
482,4,0.0,0.0,0.0
483,4,0.5,0.0,0.0
484,4,1.0,1.0,0.0
485,4,1.0,0.3333333333333333,0.3333333333333333
486,4,1.0,1.0,1.0
487,4,1.0,0.5,0.5
488,4,0.0,0.0,0.0
489,4,1.0,1.0,1.0
490,4,0.0,0.0,0.0
491,4,0.0,0.0,0.0
492,4,1.0,0.0,0.0
493,4,0.0,0.0,1.0
494,4,1.0,0.0,0.0
495,4,1.0,0.5,0.0
496,4,1.0,0.6666666666666666,0.6666666666666666
497,4,0.0,0.3333333333333333,0.0
498,4,0.5,1.0,0.0
499,4,1.0,1.0,0.0
500,4,0.3333333333333333,0.3333333333333333,0.3333333333333333
501,4,0.0,0.0,0.0
502,4,0.0,0.0,0.0
503,4,0.0,0.0,0.0
504,4,0.0,0.0,0.0
505,4,0.0,0.0,0.0
506,4,0.0,0.0,0.0
507,4,1.0,0.0,1.0
508,4,1.0,0.0,0.0
509,4,0.0,0.0,1.0
510,4,1.0,0.0,0.0
511,4,1.0,0.0,1.0
512,4,0.0,0.0,0.0
513,4,0.0,1.0,0.0
514,4,0.0,0.0,0.0
515,4,0.0,0.0,0.0
516,4,1.0,0.3333333333333333,0.3333333333333333
517,4,1.0,0.0,0.0
518,4,0.0,1.0,1.0
519,4,0.0,0.0,0.0
520,4,0.0,0.0,0.0
521,4,0.0,0.0,1.0
522,4,1.0,1.0,1.0
523,4,1.0,1.0,0.0
524,4,0.0,0.0,0.0
525,4,1.0,1.0,1.0
526,4,1.0,1.0,1.0
527,4,1.0,1.0,1.0
528,4,1.0,1.0,1.0
529,4,1.0,0.0,0.5
530,4,1.0,0.0,1.0
531,4,1.0,1.0,1.0
532,4,1.0,1.0,1.0
533,4,1.0,0.0,0.0
534,4,0.0,0.0,0.0
535,4,1.0,0.0,0.0
536,4,1.0,0.0,0.0
537,4,1.0,0.5,1.0
538,4,0.0,1.0,0.0
539,4,0.0,0.0,0.0
540,4,0.5,1.0,0.5
541,4,1.0,0.0,0.0
542,4,0.0,1.0,0.0
543,4,0.3333333333333333,0.0,0.3333333333333333
544,4,0.5,0.5,0.5
545,4,1.0,1.0,0.0
546,4,0.0,0.0,0.0
547,4,0.0,0.0,0.0
548,4,0.0,0.0,0.0
549,4,1.0,1.0,1.0
550,4,1.0,1.0,1.0
551,4,0.0,0.0,0.0
552,4,0.0,0.0,0.0
553,4,1.0,1.0,0.0
554,4,1.0,1.0,0.0
555,4,1.0,0.0,1.0
556,4,1.0,1.0,0.0
557,4,0.0,0.5,1.0
558,4,1.0,0.3333333333333333,0.3333333333333333
559,4,0.8,0.6,0.6
560,4,0.0,0.0,0.0
561,4,1.0,0.0,1.0
562,4,0.6666666666666666,0.6666666666666666,0.3333333333333333
563,4,1.0,1.0,1.0
564,4,1.0,1.0,1.0
565,4,1.0,1.0,1.0
566,4,1.0,1.0,0.0
567,4,0.0,0.0,0.0
568,4,0.5,0.5,0.0
569,4,1.0,1.0,0.0
570,4,1.0,0.0,0.0
571,4,0.0,1.0,0.0
572,4,1.0,1.0,1.0
573,4,0.5,0.0,0.0
574,4,0.0,0.0,0.0
575,4,0.0,0.0,0.0
576,4,0.5,0.5,0.0
577,4,0.75,0.5,0.5
578,4,0.0,0.0,0.0
579,4,0.0,0.0,0.0
580,4,1.0,1.0,1.0
581,4,0.0,0.0,0.0
582,4,0.0,0.0,0.0
583,4,1.0,1.0,1.0
584,4,1.0,0.0,0.0
585,4,0.0,0.0,0.0
586,4,0.0,0.0,0.0
587,4,0.5,0.0,0.0
588,4,0.0,0.5,0.0
589,4,0.5,0.75,0.0
590,4,0.0,0.0,0.0
591,4,0.2,0.0,0.2
592,4,1.0,0.0,0.0
593,4,1.0,0.0,0.0
594,4,1.0,0.0,0.0
595,4,0.0,0.0,0.5
596,4,1.0,0.0,1.0
597,4,0.0,0.0,0.0
598,4,0.0,0.0,0.0
599,4,1.0,0.0,0.0
600,4,1.0,0.0,0.0
601,4,1.0,1.0,0.0
602,4,1.0,1.0,0.0
603,4,1.0,0.0,0.0
604,4,0.0,0.0,0.0
605,4,1.0,0.0,0.0
606,4,0.25,0.25,0.0
607,4,1.0,0.0,0.0
608,4,0.3333333333333333,0.3333333333333333,0.0
609,4,0.0,0.0,0.0
610,4,0.0,1.0,0.0
611,4,0.0,1.0,0.0
612,4,0.0,0.0,0.0
613,4,0.0,0.0,0.0
614,4,0.0,0.0,0.0
615,4,0.0,0.0,0.0
616,4,0.0,0.0,1.0
617,4,1.0,0.0,0.0
618,4,1.0,0.0,0.0
619,4,1.0,0.0,1.0
620,4,1.0,1.0,1.0
621,4,0.0,0.0,0.0
622,4,0.0,0.0,0.0
623,4,0.0,0.0,1.0
624,4,1.0,0.0,1.0
625,4,0.0,0.0,0.0
626,4,0.0,0.0,0.0
627,4,0.0,0.0,0.0
628,4,0.0,0.0,1.0
629,4,0.0,0.0,0.0
630,4,0.0,0.0,0.0
631,4,1.0,0.0,0.0
632,4,1.0,0.0,0.0
633,4,1.0,0.0,0.0
634,4,1.0,0.5,0.5
635,4,0.0,0.0,0.0
636,4,1.0,0.0,0.0
637,4,1.0,0.0,0.0
638,4,1.0,0.0,0.0
639,4,1.0,1.0,1.0
640,4,0.3333333333333333,1.0,0.6666666666666666
641,4,0.5,0.0,0.5
642,4,0.0,1.0,0.0
643,4,1.0,0.0,0.0
644,4,0.0,0.0,0.0
645,4,1.0,1.0,0.0
646,4,1.0,1.0,0.0
647,4,1.0,0.0,0.0
648,4,0.0,0.0,0.0
649,4,1.0,1.0,1.0
650,4,0.0,1.0,0.0
651,4,1.0,1.0,0.0
652,4,1.0,0.5,0.0
653,4,1.0,1.0,1.0
654,4,1.0,1.0,1.0
655,4,1.0,0.0,1.0
656,4,1.0,1.0,0.0
657,4,0.0,0.0,0.0
658,4,0.0,0.0,0.0
659,4,1.0,1.0,1.0
660,4,1.0,1.0,1.0
661,4,1.0,0.0,0.0
662,4,0.0,0.0,0.0
663,4,1.0,1.0,0.0
664,4,0.0,0.0,0.0
665,4,1.0,0.0,1.0
666,4,0.0,0.0,0.0
667,4,1.0,1.0,0.0
668,4,1.0,0.0,0.0
669,4,1.0,0.0,0.0
670,4,0.0,0.0,0.0
671,4,0.6666666666666666,0.0,0.6666666666666666
672,4,1.0,0.0,1.0
673,4,1.0,1.0,1.0
674,4,0.0,0.0,0.0
675,4,0.6,0.2,0.0
676,4,0.0,0.0,0.0
677,4,1.0,1.0,0.0
678,4,1.0,1.0,0.0
679,4,1.0,1.0,0.0
680,4,0.6666666666666666,0.3333333333333333,0.0
681,4,0.5,1.0,0.0
682,4,1.0,0.0,0.0
683,4,1.0,0.0,0.0
684,4,1.0,0.5,1.0
685,4,1.0,0.0,1.0
686,4,1.0,1.0,1.0
687,4,1.0,1.0,1.0
688,4,0.0,0.0,0.0
689,4,1.0,0.0,0.0
690,4,0.0,0.0,0.0
691,4,0.6666666666666666,0.0,0.0
692,4,0.0,0.0,0.0
693,4,0.0,0.0,0.0
694,4,1.0,0.0,0.0
695,4,1.0,0.0,0.0
696,4,1.0,0.5,0.75
697,4,0.0,0.0,0.0
698,4,1.0,0.0,0.0
699,4,1.0,0.0,0.0
700,4,0.0,0.0,0.0
701,4,0.0,0.0,0.0
702,4,1.0,1.0,0.0
703,4,0.0,0.0,0.0
704,5,1.0,0.75,0.75
705,5,1.0,0.5,0.5
706,5,0.0,0.0,0.0
707,5,1.0,1.0,0.0
708,5,1.0,1.0,1.0
709,5,1.0,1.0,0.0
710,5,0.0,0.0,0.0
711,5,1.0,1.0,0.0
712,5,1.0,1.0,1.0
713,5,1.0,1.0,0.5
714,5,1.0,0.5,0.0
715,5,0.0,1.0,0.0
716,5,0.0,0.5,0.5
717,5,1.0,1.0,1.0
718,5,1.0,1.0,0.0
719,5,0.0,0.0,0.0
720,5,1.0,0.0,0.0
721,5,1.0,0.0,0.0
722,5,1.0,0.0,0.0
723,5,1.0,0.0,0.0
724,5,0.0,0.0,0.0
725,5,1.0,0.0,0.0
726,5,1.0,1.0,1.0
727,5,1.0,0.0,0.0
728,5,1.0,0.5,0.0
729,5,1.0,0.0,0.0
730,5,0.0,0.0,0.0
731,5,1.0,1.0,1.0
732,5,1.0,0.0,1.0
733,5,1.0,0.0,1.0
734,5,0.0,0.5,0.0
735,5,1.0,0.0,0.0
736,5,1.0,1.0,1.0
737,5,0.5,0.5,0.5
738,5,0.0,0.0,0.0
739,5,0.0,0.0,0.0
740,5,1.0,0.6666666666666666,0.6666666666666666
741,5,1.0,1.0,0.0
742,5,1.0,0.0,0.0
743,5,0.0,0.0,1.0
744,5,1.0,0.5,1.0
745,5,0.0,0.0,0.0
746,5,1.0,0.0,0.0
747,5,1.0,0.5,0.0
748,5,1.0,0.5,0.5
749,5,1.0,1.0,1.0
750,5,0.0,0.0,0.0
751,5,1.0,0.0,1.0
752,5,0.0,0.0,0.0
753,5,1.0,0.0,0.0
754,5,1.0,1.0,0.0
755,5,1.0,0.0,0.0
756,5,1.0,0.8333333333333334,0.5
757,5,0.75,0.25,0.25
758,5,0.6,0.0,0.0
759,5,0.5,0.0,0.0
760,5,1.0,0.5,0.0
761,5,1.0,0.3333333333333333,0.6666666666666666
762,5,1.0,0.5,1.0
763,5,1.0,1.0,1.0
764,5,0.3333333333333333,0.3333333333333333,0.6666666666666666
765,5,0.4,0.2,0.6
766,5,0.5,0.3333333333333333,0.3333333333333333
