node,depth,mean_kendall_w,std_kendall_w,num_instances
"Applying and manipulating algebraic expressions and equations to solve and analyze problems involving complex relationships, variables, averages, and ratios.",5,0.6696674785525639,0.10508334833747993,67
"Applying and manipulating algebraic expressions and equations to simplify, solve, and analyze complex mathematical problems involving various operations and relationships.",6,0.6846773034284821,0.09596686802172692,60
"Analyzing and optimizing mathematical structures and interactions using combinatorial, probabilistic, and statistical techniques",2,0.9590671708033417,0.03186831140852904,681
Analyzing and optimizing mathematical interactions and structures,3,0.6988457993394377,0.06251301290965139,80
"Analyzing, transforming, and optimizing mathematical structures, patterns, and relationships under constraints",4,0.6935755692480108,0.06371050441450718,75
"Calculating, analyzing, and optimizing numerical and financial values through arithmetic, proportional reasoning, and data interpretation techniques",3,0.8017100829911182,0.0630632796393265,100
Utilizing probabilistic reasoning and combinatorial techniques in diverse mathematical contexts,3,0.9007367258596602,0.04535712662776533,166
Applying and analyzing probabilistic and combinatorial techniques across diverse mathematical contexts,4,0.8877395905719349,0.0524550520019497,151
"Calculating and applying probabilistic techniques involving integer properties and combinatorial, geometric, and analytical methods",5,0.8408806814607835,0.064162592928926,72
"Applying combinatorial, geometric, and analytical probability techniques",6,0.8422184110446708,0.07098483606700391,69
"Calculating probabilities using combinatorial, geometric, and analytical methods",7,0.7950565400477928,0.08578080081746006,61
"Calculating probabilities using combinatorial methods, complementary counting, binomial distributions, and analyzing distinct outcomes, parity, and factors.",8,0.811584224815698,0.07250979153991534,59
"Analyzing and manipulating mathematical structures, distributions, and statistical measures",3,0.7760599767572235,0.06983847195848704,86
"Calculating and analyzing combinatorial structures and constraints with permutations, combinations, and symmetries",3,0.8385682664499114,0.030283258755621545,135
Calculating and analyzing permutations and combinations with constraints and symmetries across various contexts and categories,4,0.7149424630886747,0.07433056077703351,57
Calculating combinatorial structures and constraints within sets,4,0.8332683218145512,0.036531826628713446,78
"Calculating combinations, permutations, and subsets with constraints and composite elements",5,0.8384301049252294,0.04267612024162206,71
Calculating combinations and permutations with various constraints and principles,6,0.8380218003061967,0.04229637500896662,70
"Employing combinatorial reasoning and set theory to solve problems involving counting, exclusions, constraints, symmetries, and permutations in discrete structures.",3,0.8044939387771213,0.05972227362545973,79
"Applying combinatorial reasoning to analyze and solve problems involving constraints, symmetries, and permutations in discrete structures",4,0.7906493080885816,0.05622889026960617,59
