node,gemma2-2b-it,llama3.2-3b-instruct
93,0.6206060606060606,0.3793939393939394
94,0.6364902506963788,0.3635097493036212
95,0.6085972850678734,0.3914027149321267
96,0.575,0.425
97,0.5689655172413793,0.43103448275862066
98,0.5714285714285714,0.42857142857142855
99,0.6485148514851485,0.35148514851485146
100,0.6101694915254237,0.3898305084745763
101,0.6811594202898551,0.3188405797101449
102,0.7375,0.2625
103,0.6083690987124464,0.3916309012875536
104,0.5910714285714286,0.4089285714285714
105,0.5588235294117647,0.4411764705882353
106,0.6409090909090909,0.35909090909090907
107,0.6186440677966102,0.3813559322033898
108,0.6666666666666667,0.3333333333333333
109,0.6344086021505376,0.3655913978494624
110,0.6170130869899924,0.3829869130100077
111,0.6233766233766234,0.37662337662337664
112,0.6058394160583942,0.39416058394160586
113,0.5833333333333333,0.4166666666666667
114,0.5932203389830508,0.4067796610169492
115,0.6233766233766234,0.37662337662337664
116,0.648936170212766,0.35106382978723405
117,0.625,0.375
118,0.625,0.375
119,0.6014925373134328,0.39850746268656717
120,0.609375,0.390625
121,0.7019230769230769,0.2980769230769231
122,0.6,0.4
123,0.6885714285714286,0.31142857142857144
124,0.4301075268817204,0.5698924731182796
125,0.5635838150289018,0.43641618497109824
126,0.4607843137254902,0.5392156862745098
127,0.7112676056338028,0.2887323943661972
128,0.69,0.31
129,0.7218045112781954,0.2781954887218045
130,0.7327586206896552,0.2672413793103448
131,0.7133333333333334,0.2866666666666667
132,0.6268656716417911,0.373134328358209
133,0.6521739130434783,0.34782608695652173
134,0.7109375,0.2890625
135,0.5817438692098093,0.41825613079019075
136,0.5966850828729282,0.40331491712707185
137,0.5963455149501662,0.40365448504983387
138,0.6551724137931034,0.3448275862068966
139,0.6538461538461539,0.34615384615384615
140,0.5634920634920635,0.4365079365079365
141,0.5576923076923077,0.4423076923076923
142,0.5858585858585859,0.41414141414141414
143,0.5614035087719298,0.43859649122807015
144,0.6139896373056994,0.3860103626943005
145,0.5516304347826086,0.4483695652173913
146,0.5071428571428571,0.4928571428571429
147,0.5073529411764706,0.49264705882352944
148,0.5789473684210527,0.42105263157894735
149,0.6129032258064516,0.3870967741935484
150,0.6083333333333334,0.39166666666666666
151,0.6016949152542372,0.3983050847457627
152,0.5384615384615384,0.46153846153846156
153,0.6189427312775331,0.381057268722467
154,0.6013171225937184,0.39868287740628167
155,0.6039603960396039,0.39603960396039606
156,0.6166666666666667,0.38333333333333336
157,0.6493506493506493,0.35064935064935066
158,0.6791044776119404,0.3208955223880597
159,0.6715686274509804,0.3284313725490196
160,0.5695652173913044,0.43043478260869567
161,0.5714285714285714,0.42857142857142855
162,0.6148648648648649,0.38513513513513514
163,0.5220588235294117,0.47794117647058826
164,0.6030534351145038,0.3969465648854962
165,0.6228070175438596,0.37719298245614036
166,0.6310679611650485,0.36893203883495146
167,0.6,0.4
168,0.6320754716981132,0.36792452830188677
169,0.6370967741935484,0.3629032258064516
170,0.5464285714285715,0.45357142857142857
171,0.5132743362831859,0.48672566371681414
172,0.5087719298245614,0.49122807017543857
173,0.5272727272727273,0.4727272727272727
174,0.5332348596750369,0.4667651403249631
175,0.5941422594142259,0.40585774058577406
176,0.5892857142857143,0.4107142857142857
177,0.6160714285714286,0.38392857142857145
178,0.49056603773584906,0.5094339622641509
179,0.45783132530120485,0.5421686746987951
180,0.5263157894736843,0.47368421052631576
181,0.5053763440860215,0.4946236559139785
182,0.6,0.4
183,0.5416666666666667,0.4583333333333333
