node,depth,mean_kendall_w,std_kendall_w,num_instances
Integrating and evaluating health-related information and guidelines,4,0.6854401165967388,0.06714385343373382,80
Integrating and assessing physiological and nutritional information for health management,5,0.6449722130609699,0.07036799924826463,60
Synthesizing and evaluating nutritional and physiological information for health and performance management,6,0.6437153349740442,0.07125458928275337,58
Evaluating nutritional influences and strategies for health and behavior,7,0.6534791892596837,0.0697934455383612,51
Evaluating vaccine data and development methodologies for disease control and historical context,4,0.3061940525543796,0.06961773624571012,82
Analyzing and interpreting health and vaccination data for disease control and risk assessment,5,0.3126713694737078,0.0709530377412829,80
Analyzing and interpreting health data for disease control and population risk assessment,6,0.3180720881429123,0.073611129987049,79
Analyzing and integrating physiological and performance data across diverse contexts,4,0.6900396356226325,0.06807725756383629,79
Analyzing and integrating physiological data and responses across various systems and conditions,5,0.6423845319477266,0.076212562184295,62
Analyzing and evaluating health and safety data across medical and scientific contexts,4,0.5862323757623336,0.07882335755935685,121
Analyzing and evaluating health-related data and strategies across diverse contexts,5,0.5344202650532184,0.08296921454108683,101
"Analyzing and synthesizing legal, governmental, and ethical principles across diverse contexts",2,0.9266828169854477,0.014774230024512284,1863
Analyzing and evaluating legal evidence and testimony,3,0.7433049356685729,0.05639591318220966,232
Analyzing and evaluating legal evidence and standards,4,0.6468760293447424,0.07556157915438692,167
Analyzing and evaluating evidence admissibility in legal contexts,5,0.5271201914255434,0.07549232229376554,75
"Evaluating and analyzing the credibility, relevance, and sufficiency of evidence and testimony in legal contexts",4,0.5900942723190336,0.07483202081739408,65
Analyzing and evaluating legal and contractual complexities,3,0.8058973442132527,0.04791649424720588,286
Analyzing and evaluating legal principles in contract law and commercial contexts,4,0.42342383876634904,0.07205798034747729,65
Analyzing and evaluating compliance and obligations in financial and contractual contexts,4,0.6216917480512621,0.07032297010131339,115
Analyzing and interpreting contractual obligations and frameworks,5,0.6396577454962449,0.07547734591245778,104
Analyzing and interpreting contractual and legal language and complexities,4,0.6946658810697499,0.06205959561747644,106
"Analyzing and interpreting contractual language, components, and modifications for relevance, intent, and compliance",5,0.6100647687816315,0.064704281284176,75
Analyzing and evaluating legal principles and concepts across diverse contexts,3,0.8138109797786014,0.04850142368976797,379
Analyzing and evaluating legal principles across diverse contexts,4,0.6455600410022064,0.06471862539550605,64
Conducting thorough legal analysis and interpretation of principles and contexts,4,0.29657692059285484,0.06278162463526323,66
Analyzing and applying legal concepts to diverse scenarios,4,0.4704028490847381,0.07621139585227617,82
Analyzing and evaluating legal concepts and terminology,4,0.6442462033885953,0.08311695202024953,65
Analyzing and evaluating legal principles and implications in criminal contexts,4,0.4618979986446384,0.07280729400755158,61
Analyzing and evaluating legal intent and implications in criminal contexts,5,0.3808080119380758,0.06764180257379702,52
Analyzing and evaluating governmental structures and legislative processes,3,0.5896210455587443,0.08067280519431984,99
Analyzing constitutional and governmental power dynamics,4,0.5384317939639227,0.07772098948804765,57
Analyzing and evaluating legal principles and liabilities in diverse contexts,3,0.7664849619754869,0.056335072138469555,222
Analyzing and evaluating legal principles and liabilities in complex scenarios,4,0.4767703080570128,0.07646507662059122,69
Analyzing and applying legal principles to evaluate complex consumer transaction scenarios,5,0.4985559191953038,0.0725295341517287,59
Analyzing and applying legal principles to assess liability and evaluate complex scenarios,6,0.41208311982278373,0.07177651830672134,50
Analyzing and evaluating legal principles to assess negligence and liability,4,0.364097297678626,0.0697859629616788,67
Analyzing and evaluating legal principles and liability in negligence and related cases,5,0.18828047094139133,0.047714322124306305,52
Analyzing and applying legal principles related to property rights and transactions,3,0.806176072643025,0.042387125396492406,224
"Analyzing and synthesizing legal, ethical, and regulatory frameworks and principles",3,0.6677588713693206,0.07485410627882168,223
Analyzing and synthesizing legal and ethical frameworks,4,0.17284873940219567,0.04266473595638354,60
Analyzing and synthesizing international legal and historical principles,4,0.5276725273778451,0.08282205617658184,52
Analyzing and synthesizing constitutional and legal principles to interpret political implications and evaluate issues related to rights and representation,3,0.8070747669697419,0.04820788825845795,198
"Analyzing and applying constitutional and legal principles to interpret political implications and evaluate residency, treaty, representation, and citizenship issues",4,0.7622256505989455,0.05874995440783829,168
"Analyzing and interpreting constitutional, legal, and political implications",5,0.7564371215929586,0.06183334067772268,158
Analyzing and interpreting legal and constitutional principles and implications,6,0.7616938376332023,0.058967395279067324,154
Analyzing and interpreting constitutional and legal contexts and principles,7,0.7068225199639409,0.0703551192478843,105
Analyzing and interpreting legal and constitutional principles and frameworks,8,0.581084346925507,0.07376033616219875,75
Analyzing and synthesizing complex and diverse information and systems across contexts and domains for strategic insights and optimization,2,0.9192730439752991,0.02169930034276443,2923
Analyzing and synthesizing complex patterns and influences across diverse domains and contexts,3,0.8364403397142149,0.017763932836596327,709
"Analyzing and synthesizing psychological constructs, methodologies, and theories to evaluate behavior, social dynamics, and personality characteristics",4,0.4668366955768262,0.08052607884963815,112
"Analyzing and synthesizing psychological constructs, methodologies, and principles to evaluate and enhance behavior and social dynamics",5,0.39134552280208457,0.07198175081194501,98
"Analyzing and synthesizing psychological principles and theories to evaluate and enhance behavior, decision-making, and social dynamics",6,0.341766511282969,0.05586076363830465,65
"Analyzing and synthesizing psychological concepts and theories to evaluate behavior, decision-making, and self-perception.",7,0.33756771005767905,0.053702400900360846,63
Analyzing and evaluating interpersonal and communication dynamics,4,0.4336079956410442,0.07335292145076909,54
Synthesizing cognitive and neurological analysis and patterns,4,0.6281346409152554,0.0786548250456113,64
Analyzing and synthesizing emotional and psychological dynamics across contexts and relationships,4,0.5414379607895023,0.09617041176495174,56
"Analyzing and integrating developmental, psychological, and social influences across diverse environments and the lifespan",4,0.6381117104111004,0.0832724498166218,90
"Analyzing and synthesizing developmental, psychological, and social influences across the lifespan",5,0.5727284623275435,0.08168914050819541,72
Analyzing and interpreting behavioral patterns and responses,4,0.5392359604762064,0.07405966458809045,81
Analyzing and synthesizing theoretical frameworks across multiple domains,4,0.20338494129396917,0.05604082084971017,50
Conducting comprehensive analyses and evaluations of diverse patterns and influences across contexts,4,0.7093950117273834,0.06564066355599558,149
Analyzing and evaluating influences on behavior and perception across various contexts,5,0.688448077861403,0.07240855636718455,122
"Evaluating and synthesizing data and methodologies for validity, accuracy, and insights across diverse domains",3,0.9020698136335994,0.02741322755061557,514
"Evaluating and synthesizing research methodologies and data for validity, bias, and effectiveness",4,0.7773949273556752,0.056379439442285906,188
"Analyzing and evaluating data and methodologies for accuracy, validity, and insights across diverse domains",4,0.8685133454407342,0.03421178417165303,326
Analyzing and evaluating statistical methodologies and implications for validity and accuracy,5,0.7710031153887965,0.056705444550850526,92
Analyzing and interpreting statistical and diverse data for insights and understanding relationships,5,0.6476254552525801,0.06470174197128818,94
"Analyzing and interpreting statistical data to evaluate relationships, trends, and informed conclusions",6,0.5509545862621158,0.07098644210739187,73
Analyzing and interpreting relationships and interactions to assess consistency and determine valid outcomes,5,0.3963020569786927,0.08077931290162815,59
Analyzing and synthesizing complex and diverse information across contexts and disciplines,3,0.8068059600580864,0.03360853375994342,769
Analyzing and synthesizing complex and diverse information across disciplines,4,0.7199896928454014,0.06495778998086428,360
Analyzing and interpreting diverse characteristics and contexts for accurate classification and evaluation,5,0.2730150010203866,0.0568090276598134,82
Interpreting and analyzing complex and diverse information and contexts,5,0.38439274403594187,0.09212822149665753,57
Analyzing and synthesizing diverse concepts and information across contexts and disciplines,4,0.7182307813291556,0.053575335966216144,409
Analyzing and synthesizing diverse concepts and relationships across contexts,5,0.558711222092525,0.08307476454694833,206
Analyzing and interpreting diverse terminology and concepts across contexts,6,0.3438900768671091,0.08241497251347953,104
Analyzing and synthesizing contextual and conceptual relationships across diverse domains,6,0.4776336034573457,0.0791254361786416,102
Analyzing and synthesizing definitions and relationships across diverse contexts and domains,7,0.432052071846589,0.0840462990307047,67
Analyzing and synthesizing definitions and relationships across contexts and domains,8,0.38243502732342455,0.07390413444895132,64
Analyzing and synthesizing information to evaluate and solve problems across diverse contexts and disciplines,5,0.6564621046595528,0.06904884734708099,203
"Analyzing, synthesizing, and evaluating information to draw conclusions and apply principles across diverse contexts.",6,0.5747861126499557,0.0788806083305915,75
Analyzing and synthesizing complex information and concepts to evaluate implications and solve problems across diverse contexts and disciplines,6,0.46509457585081554,0.06956181253282129,128
"Analyzing and synthesizing complex information to identify key concepts, relationships, and implications across diverse contexts and disciplines",7,0.40391675584930015,0.06844914767282718,103
Analyzing and synthesizing complex information to identify relationships and implications across diverse contexts and disciplines.,8,0.20039153380163338,0.04321938033261863,52
Analyzing and synthesizing complex systems and information for strategic evaluation and optimization across diverse contexts,3,0.8401923496580314,0.02386702463839996,931
Analyzing and optimizing strategic engagement and synthesis,4,0.5566311165266469,0.08258888665646817,129
Analyzing and optimizing communication strategies for effective engagement,5,0.42387711559028085,0.07644116173163482,51
Analyzing and synthesizing market and consumer strategies,5,0.36537735789121983,0.07322059494430326,78
Analyzing and synthesizing complex theoretical frameworks to evaluate foundational principles and assumptions across diverse contexts,4,0.5308199342601283,0.0776843575657813,126
"Analyzing and synthesizing theoretical frameworks to evaluate principles, concepts, and applications across diverse contexts",5,0.5352463479021383,0.07830108874673793,113
"Analyzing and synthesizing complex organizational, structural, social, and contextual dynamics",4,0.68129843106548,0.0664479103543208,205
Analyzing and synthesizing organizational and structural frameworks across diverse contexts,5,0.3802621655025239,0.07662282652146754,73
Analyzing and synthesizing complex social and contextual dynamics,5,0.5993973236368572,0.07354213715016486,132
"Analyzing and synthesizing complex and diverse influences, contexts, and dynamics",6,0.41195730185267726,0.07553042939202856,92
Analyzing and synthesizing strategic and contextual dynamics across diverse domains,7,0.25167549090838554,0.057521176168140405,50
Analyzing and optimizing complex systems and strategies for effective decision-making and application,4,0.6488526548339528,0.07182628740339264,156
Analyzing and optimizing complex systems and processes for strategic decision-making and practical application,5,0.565063874914745,0.07923109360930108,89
"Analyzing and evaluating systems for security, compatibility, and vulnerabilities",4,0.4977653750392193,0.07696849758541009,100
Analyzing and evaluating security systems and measures for vulnerabilities and implications,5,0.4914536067348124,0.06974103099894378,76
Analyzing and synthesizing complex information and perspectives for strategic evaluation and insight development,4,0.39441223044321966,0.07512553914056164,144
Analyzing and synthesizing complex information to evaluate and develop comprehensive insights and strategies,5,0.21392700754559915,0.05764327155445657,68
Evaluating and managing diverse information and risk factors across domains,4,0.5921843911842405,0.07534064487300944,71
