node,depth,Qwen__Qwen2.5-32B,Qwen__Qwen2.5-72B,Qwen__Qwen2.5-32B-Instruct,Qwen__Qwen2-VL-72B-Instruct,Qwen__Qwen2.5-72B-Instruct,mlabonne__BigQwen2.5-52B-Instruct,mistralai__Mistral-Large-Instruct-2411,Qwen__Qwen2.5-14B,Qwen__Qwen2.5-Math-72B-Instruct,cognitivecomputations__dolphin-2.9.2-qwen2-72b,upstage__solar-pro-preview-instruct,Qwen__Qwen2.5-Coder-14B,Qwen__Qwen2.5-14B-Instruct,Qwen__Qwen2-Math-72B-Instruct,rhymes-ai__Aria,nvidia__Llama-3.1-Nemotron-70B-Instruct-HF,mlabonne__BigQwen2.5-Echo-47B-Instruct,Qwen__Qwen2-VL-7B-Instruct,Qwen__Qwen2.5-7B-Instruct,Qwen__Qwen2.5-7B,mlabonne__Hermes-3-Llama-3.1-70B-lorablated,CohereForAI__c4ai-command-r-plus-08-2024,mistralai__Mistral-Small-Instruct-2409,allenai__Llama-3.1-Tulu-3-70B,allenai__Llama-3.1-Tulu-3-70B-DPO,Qwen__Qwen2.5-Coder-7B,CohereForAI__aya-expanse-32b,allenai__Llama-3.1-Tulu-3-70B-SFT,Qwen__Qwen2.5-Coder-14B-Instruct,nvidia__Mistral-NeMo-Minitron-8B-Instruct,nvidia__Mistral-NeMo-Minitron-8B-Base,speakleash__Bielik-11B-v2.3-Instruct,mistralai__Codestral-22B-v0.1,speakleash__Bielik-11B-v2.0-Instruct,ibm-granite__granite-3.0-8b-instruct,mlabonne__Meta-Llama-3.1-8B-Instruct-abliterated,abacusai__Liberated-Qwen1.5-14B,Qwen__Qwen2.5-Coder-7B-Instruct,Qwen__Qwen2.5-Math-7B-Instruct,mistralai__Mixtral-8x7B-Instruct-v0.1,meta-llama__Llama-3.2-3B-Instruct,01-ai__Yi-1.5-6B-Chat,cognitivecomputations__dolphin-2.9.1-llama-3-70b,Qwen__Qwen2.5-Math-7B,speakleash__Bielik-11B-v2,ibm-granite__granite-3.0-2b-instruct,ibm-granite__granite-3.0-8b-base,CohereForAI__aya-expanse-8b,Qwen__Qwen2.5-3B-Instruct,argilla-warehouse__Llama-3.1-8B-MagPie-Ultra,Qwen__Qwen2.5-3B,abacusai__bigyi-15b,nvidia__Minitron-8B-Base,Qwen__Qwen2.5-1.5B,01-ai__Yi-Coder-9B-Chat,nvidia__Llama-3.1-Minitron-4B-Depth-Base,Qwen__Qwen2.5-1.5B-Instruct,nvidia__Nemotron-Mini-4B-Instruct,ibm-granite__granite-3.0-2b-base,nvidia__Minitron-4B-Base,meta-llama__Llama-3.2-3B,abacusai__bigstral-12b-32k,google__gemma-2-2b-jpn-it,google__gemma-2-2b-jpn-it_2,allenai__Llama-3.1-Tulu-3-8B-DPO,ibm-granite__granite-7b-instruct,allenai__Llama-3.1-Tulu-3-8B-SFT,HuggingFaceTB__SmolLM2-1.7B,Qwen__Qwen2.5-0.5B,ai21labs__Jamba-v0.1,ibm-granite__granite-3.0-3b-a800m-base,ibm-granite__granite-3.0-3b-a800m-instruct,allenai__OLMoE-1B-7B-0924,Qwen__Qwen2.5-0.5B-Instruct,Qwen__Qwen2.5-0.5B-Instruct_2,allenai__OLMoE-1B-7B-0924-Instruct,meta-llama__Llama-3.2-1B-Instruct,cognitivecomputations__dolphin-2.9.4-llama3.1-8b,ibm-granite__granite-3.0-1b-a400m-instruct,gpt2,gpt2_2,amd__AMD-Llama-135m,amd__AMD-Llama-135m_2,ibm-granite__granite-3.0-1b-a400m-base,Qwen__Qwen2-Math-7B,meta-llama__Llama-3.2-1B,TinyLlama__TinyLlama-1.1B-Chat-v0.6,HuggingFaceTB__SmolLM-135M-Instruct,HuggingFaceTB__SmolLM2-360M-Instruct,HuggingFaceTB__SmolLM2-360M-Instruct_2,TinyLlama__TinyLlama-1.1B-Chat-v0.5,google__mt5-xl,google__mt5-small,HuggingFaceTB__SmolLM2-135M-Instruct,HuggingFaceTB__SmolLM2-135M-Instruct_2,HuggingFaceTB__SmolLM2-135M,allenai__Llama-3.1-Tulu-3-8B-RM,google__switch-base-8,google__mt5-xxl,google__umt5-base,google__mt5-base
34,6.0,0.45161290322580644,0.4731182795698925,0.5053763440860215,0.5698924731182796,0.41935483870967744,0.5268817204301075,0.5268817204301075,0.4946236559139785,0.4731182795698925,0.4838709677419355,0.5053763440860215,0.43010752688172044,0.3870967741935484,0.3870967741935484,0.44086021505376344,0.44086021505376344,0.3870967741935484,0.3763440860215054,0.3655913978494624,0.34408602150537637,0.3763440860215054,0.40860215053763443,0.3010752688172043,0.3978494623655914,0.3978494623655914,0.27956989247311825,0.2903225806451613,0.3763440860215054,0.3978494623655914,0.40860215053763443,0.3655913978494624,0.3010752688172043,0.3333333333333333,0.34408602150537637,0.27956989247311825,0.3655913978494624,0.2903225806451613,0.3118279569892473,0.3333333333333333,0.2903225806451613,0.3010752688172043,0.2903225806451613,0.27956989247311825,0.3118279569892473,0.22580645161290322,0.22580645161290322,0.20430107526881722,0.25806451612903225,0.24731182795698925,0.24731182795698925,0.25806451612903225,0.25806451612903225,0.1935483870967742,0.24731182795698925,0.24731182795698925,0.24731182795698925,0.20430107526881722,0.22580645161290322,0.1935483870967742,0.13978494623655913,0.22580645161290322,0.25806451612903225,0.26881720430107525,0.26881720430107525,0.1935483870967742,0.15053763440860216,0.22580645161290322,0.12903225806451613,0.13978494623655913,0.1827956989247312,0.13978494623655913,0.1935483870967742,0.1935483870967742,0.11827956989247312,0.11827956989247312,0.12903225806451613,0.0967741935483871,0.07526881720430108,0.0967741935483871,0.0967741935483871,0.0967741935483871,0.0967741935483871,0.0967741935483871,0.10752688172043011,0.11827956989247312,0.0967741935483871,0.03225806451612903,0.0967741935483871,0.07526881720430108,0.07526881720430108,0.08602150537634409,0.10752688172043011,0.10752688172043011,0.08602150537634409,0.08602150537634409,0.08602150537634409,0.12903225806451613,0.13978494623655913,0.13978494623655913,0.13978494623655913,0.11827956989247312
35,4.0,0.44274809160305345,0.44783715012722647,0.44274809160305345,0.42748091603053434,0.43256997455470736,0.42748091603053434,0.4351145038167939,0.37659033078880405,0.35877862595419846,0.366412213740458,0.3842239185750636,0.33078880407124683,0.36895674300254455,0.3104325699745547,0.30025445292620867,0.361323155216285,0.30025445292620867,0.2926208651399491,0.27989821882951654,0.2697201017811705,0.3333333333333333,0.30025445292620867,0.27989821882951654,0.3333333333333333,0.3231552162849873,0.26463104325699743,0.27735368956743,0.31297709923664124,0.2697201017811705,0.28498727735368956,0.26717557251908397,0.29770992366412213,0.2366412213740458,0.2544529262086514,0.26208651399491095,0.2900763358778626,0.24681933842239187,0.2544529262086514,0.21628498727735368,0.24173027989821882,0.2875318066157761,0.23155216284987276,0.3053435114503817,0.23155216284987276,0.2340966921119593,0.2544529262086514,0.24681933842239187,0.22646310432569974,0.20610687022900764,0.24936386768447838,0.19338422391857507,0.20865139949109415,0.21628498727735368,0.21628498727735368,0.19338422391857507,0.22391857506361323,0.22391857506361323,0.23918575063613232,0.18575063613231552,0.2035623409669211,0.20610687022900764,0.18575063613231552,0.17048346055979643,0.17048346055979643,0.18575063613231552,0.18829516539440203,0.2010178117048346,0.16030534351145037,0.12468193384223919,0.16793893129770993,0.13486005089058525,0.13486005089058525,0.1475826972010178,0.1628498727735369,0.1628498727735369,0.1450381679389313,0.13994910941475827,0.10941475826972011,0.1272264631043257,0.11959287531806616,0.11959287531806616,0.11195928753180662,0.11195928753180662,0.09414758269720101,0.12468193384223919,0.10178117048346055,0.07633587786259542,0.10178117048346055,0.07888040712468193,0.07888040712468193,0.12213740458015267,0.09414758269720101,0.09414758269720101,0.12213740458015267,0.12213740458015267,0.12213740458015267,0.11704834605597965,0.08396946564885496,0.07633587786259542,0.07633587786259542,0.10941475826972011
36,5.0,0.47191011235955055,0.449438202247191,0.43820224719101125,0.42696629213483145,0.4943820224719101,0.4606741573033708,0.3707865168539326,0.43820224719101125,0.34831460674157305,0.3707865168539326,0.38202247191011235,0.39325842696629215,0.4044943820224719,0.3146067415730337,0.24719101123595505,0.34831460674157305,0.3258426966292135,0.3258426966292135,0.30337078651685395,0.2696629213483146,0.33707865168539325,0.3258426966292135,0.3146067415730337,0.3258426966292135,0.29213483146067415,0.29213483146067415,0.2696629213483146,0.30337078651685395,0.25842696629213485,0.3595505617977528,0.2808988764044944,0.3258426966292135,0.24719101123595505,0.29213483146067415,0.2808988764044944,0.29213483146067415,0.2808988764044944,0.24719101123595505,0.1797752808988764,0.2696629213483146,0.2696629213483146,0.2808988764044944,0.34831460674157305,0.21348314606741572,0.23595505617977527,0.23595505617977527,0.23595505617977527,0.21348314606741572,0.21348314606741572,0.24719101123595505,0.19101123595505617,0.24719101123595505,0.1797752808988764,0.2247191011235955,0.23595505617977527,0.2247191011235955,0.21348314606741572,0.2247191011235955,0.19101123595505617,0.2247191011235955,0.1797752808988764,0.20224719101123595,0.20224719101123595,0.20224719101123595,0.21348314606741572,0.21348314606741572,0.21348314606741572,0.19101123595505617,0.16853932584269662,0.12359550561797752,0.14606741573033707,0.1348314606741573,0.16853932584269662,0.1797752808988764,0.1797752808988764,0.15730337078651685,0.14606741573033707,0.10112359550561797,0.16853932584269662,0.10112359550561797,0.10112359550561797,0.0898876404494382,0.0898876404494382,0.06741573033707865,0.1348314606741573,0.07865168539325842,0.07865168539325842,0.07865168539325842,0.056179775280898875,0.056179775280898875,0.1348314606741573,0.14606741573033707,0.14606741573033707,0.1348314606741573,0.1348314606741573,0.12359550561797752,0.1348314606741573,0.0449438202247191,0.033707865168539325,0.033707865168539325,0.1348314606741573
37,6.0,0.42105263157894735,0.47368421052631576,0.38596491228070173,0.40350877192982454,0.47368421052631576,0.45614035087719296,0.3508771929824561,0.42105263157894735,0.2982456140350877,0.3333333333333333,0.3684210526315789,0.3508771929824561,0.3684210526315789,0.3157894736842105,0.21052631578947367,0.24561403508771928,0.24561403508771928,0.2807017543859649,0.24561403508771928,0.22807017543859648,0.2982456140350877,0.24561403508771928,0.3333333333333333,0.2982456140350877,0.2982456140350877,0.2631578947368421,0.21052631578947367,0.2807017543859649,0.22807017543859648,0.3333333333333333,0.22807017543859648,0.2982456140350877,0.21052631578947367,0.2807017543859649,0.21052631578947367,0.24561403508771928,0.24561403508771928,0.19298245614035087,0.19298245614035087,0.22807017543859648,0.22807017543859648,0.2631578947368421,0.2982456140350877,0.19298245614035087,0.22807017543859648,0.19298245614035087,0.19298245614035087,0.12280701754385964,0.15789473684210525,0.22807017543859648,0.17543859649122806,0.2631578947368421,0.10526315789473684,0.19298245614035087,0.19298245614035087,0.19298245614035087,0.19298245614035087,0.15789473684210525,0.12280701754385964,0.17543859649122806,0.12280701754385964,0.17543859649122806,0.17543859649122806,0.17543859649122806,0.17543859649122806,0.15789473684210525,0.21052631578947367,0.15789473684210525,0.14035087719298245,0.10526315789473684,0.12280701754385964,0.10526315789473684,0.14035087719298245,0.17543859649122806,0.17543859649122806,0.17543859649122806,0.14035087719298245,0.12280701754385964,0.17543859649122806,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.07017543859649122,0.15789473684210525,0.08771929824561403,0.08771929824561403,0.08771929824561403,0.08771929824561403,0.08771929824561403,0.10526315789473684,0.14035087719298245,0.14035087719298245,0.10526315789473684,0.10526315789473684,0.08771929824561403,0.15789473684210525,0.05263157894736842,0.03508771929824561,0.03508771929824561,0.08771929824561403
38,5.0,0.5476190476190477,0.5833333333333334,0.5357142857142857,0.5595238095238095,0.5833333333333334,0.5833333333333334,0.6785714285714286,0.4523809523809524,0.5238095238095238,0.5476190476190477,0.5119047619047619,0.39285714285714285,0.4642857142857143,0.4880952380952381,0.35714285714285715,0.5357142857142857,0.44047619047619047,0.3333333333333333,0.42857142857142855,0.39285714285714285,0.4523809523809524,0.36904761904761907,0.35714285714285715,0.5238095238095238,0.5238095238095238,0.30952380952380953,0.2976190476190476,0.5119047619047619,0.40476190476190477,0.40476190476190477,0.40476190476190477,0.34523809523809523,0.2619047619047619,0.30952380952380953,0.2857142857142857,0.3333333333333333,0.3333333333333333,0.2976190476190476,0.30952380952380953,0.2857142857142857,0.30952380952380953,0.23809523809523808,0.44047619047619047,0.35714285714285715,0.2619047619047619,0.2261904761904762,0.2619047619047619,0.20238095238095238,0.19047619047619047,0.3333333333333333,0.2261904761904762,0.2857142857142857,0.3333333333333333,0.27380952380952384,0.20238095238095238,0.20238095238095238,0.2261904761904762,0.25,0.21428571428571427,0.32142857142857145,0.2619047619047619,0.19047619047619047,0.17857142857142858,0.17857142857142858,0.2619047619047619,0.20238095238095238,0.27380952380952384,0.17857142857142858,0.08333333333333333,0.23809523809523808,0.11904761904761904,0.15476190476190477,0.14285714285714285,0.11904761904761904,0.11904761904761904,0.21428571428571427,0.15476190476190477,0.13095238095238096,0.10714285714285714,0.15476190476190477,0.15476190476190477,0.13095238095238096,0.13095238095238096,0.11904761904761904,0.13095238095238096,0.11904761904761904,0.05952380952380952,0.11904761904761904,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.11904761904761904,0.11904761904761904,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.14285714285714285,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.10714285714285714
39,6.0,0.6307692307692307,0.6461538461538462,0.6153846153846154,0.6461538461538462,0.6461538461538462,0.6923076923076923,0.6923076923076923,0.5076923076923077,0.5692307692307692,0.6153846153846154,0.5692307692307692,0.4153846153846154,0.5076923076923077,0.5538461538461539,0.36923076923076925,0.5846153846153846,0.49230769230769234,0.36923076923076925,0.47692307692307695,0.4307692307692308,0.47692307692307695,0.38461538461538464,0.35384615384615387,0.5538461538461539,0.5538461538461539,0.3384615384615385,0.3230769230769231,0.5538461538461539,0.4307692307692308,0.4461538461538462,0.46153846153846156,0.36923076923076925,0.26153846153846155,0.35384615384615387,0.26153846153846155,0.3230769230769231,0.35384615384615387,0.3384615384615385,0.3076923076923077,0.2923076923076923,0.3076923076923077,0.24615384615384617,0.49230769230769234,0.38461538461538464,0.24615384615384617,0.2153846153846154,0.27692307692307694,0.23076923076923078,0.2,0.3384615384615385,0.2153846153846154,0.2923076923076923,0.35384615384615387,0.3384615384615385,0.16923076923076924,0.23076923076923078,0.26153846153846155,0.26153846153846155,0.23076923076923078,0.35384615384615387,0.24615384615384617,0.2153846153846154,0.18461538461538463,0.18461538461538463,0.2923076923076923,0.18461538461538463,0.26153846153846155,0.16923076923076924,0.09230769230769231,0.24615384615384617,0.12307692307692308,0.18461538461538463,0.12307692307692308,0.15384615384615385,0.15384615384615385,0.24615384615384617,0.15384615384615385,0.12307692307692308,0.13846153846153847,0.13846153846153847,0.13846153846153847,0.12307692307692308,0.12307692307692308,0.1076923076923077,0.12307692307692308,0.12307692307692308,0.06153846153846154,0.1076923076923077,0.12307692307692308,0.12307692307692308,0.13846153846153847,0.13846153846153847,0.13846153846153847,0.13846153846153847,0.13846153846153847,0.13846153846153847,0.1076923076923077,0.046153846153846156,0.046153846153846156,0.046153846153846156,0.12307692307692308
40,5.0,0.4716981132075472,0.4528301886792453,0.5660377358490566,0.4716981132075472,0.4339622641509434,0.3584905660377358,0.4339622641509434,0.33962264150943394,0.32075471698113206,0.33962264150943394,0.33962264150943394,0.37735849056603776,0.33962264150943394,0.22641509433962265,0.3018867924528302,0.3584905660377358,0.18867924528301888,0.2641509433962264,0.24528301886792453,0.32075471698113206,0.3018867924528302,0.3018867924528302,0.3584905660377358,0.2641509433962264,0.2830188679245283,0.2830188679245283,0.22641509433962265,0.2830188679245283,0.20754716981132076,0.24528301886792453,0.22641509433962265,0.22641509433962265,0.22641509433962265,0.20754716981132076,0.2641509433962264,0.24528301886792453,0.3018867924528302,0.20754716981132076,0.20754716981132076,0.2830188679245283,0.2641509433962264,0.18867924528301888,0.2641509433962264,0.24528301886792453,0.2641509433962264,0.22641509433962265,0.3018867924528302,0.24528301886792453,0.2830188679245283,0.20754716981132076,0.22641509433962265,0.20754716981132076,0.16981132075471697,0.24528301886792453,0.2641509433962264,0.2641509433962264,0.22641509433962265,0.2830188679245283,0.16981132075471697,0.1509433962264151,0.20754716981132076,0.22641509433962265,0.16981132075471697,0.16981132075471697,0.20754716981132076,0.16981132075471697,0.20754716981132076,0.20754716981132076,0.11320754716981132,0.1509433962264151,0.07547169811320754,0.1320754716981132,0.1320754716981132,0.22641509433962265,0.22641509433962265,0.1320754716981132,0.05660377358490566,0.09433962264150944,0.09433962264150944,0.11320754716981132,0.11320754716981132,0.07547169811320754,0.07547169811320754,0.07547169811320754,0.16981132075471697,0.09433962264150944,0.09433962264150944,0.07547169811320754,0.03773584905660377,0.03773584905660377,0.11320754716981132,0.05660377358490566,0.05660377358490566,0.1320754716981132,0.1320754716981132,0.1509433962264151,0.1320754716981132,0.07547169811320754,0.07547169811320754,0.07547169811320754,0.09433962264150944
41,5.0,0.35537190082644626,0.3884297520661157,0.371900826446281,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.371900826446281,0.3140495867768595,0.3140495867768595,0.2809917355371901,0.35537190082644626,0.256198347107438,0.3140495867768595,0.256198347107438,0.3140495867768595,0.2975206611570248,0.2231404958677686,0.24793388429752067,0.18181818181818182,0.17355371900826447,0.2892561983471074,0.2644628099173554,0.17355371900826447,0.2727272727272727,0.2644628099173554,0.19834710743801653,0.2809917355371901,0.2231404958677686,0.19008264462809918,0.19834710743801653,0.2066115702479339,0.3140495867768595,0.2066115702479339,0.24793388429752067,0.23140495867768596,0.2975206611570248,0.1487603305785124,0.2066115702479339,0.19008264462809918,0.19008264462809918,0.2809917355371901,0.2231404958677686,0.23140495867768596,0.17355371900826447,0.2231404958677686,0.2727272727272727,0.2231404958677686,0.23140495867768596,0.18181818181818182,0.21487603305785125,0.1652892561983471,0.15702479338842976,0.17355371900826447,0.17355371900826447,0.1322314049586777,0.2231404958677686,0.2231404958677686,0.21487603305785125,0.17355371900826447,0.14049586776859505,0.2066115702479339,0.1652892561983471,0.1487603305785124,0.1487603305785124,0.11570247933884298,0.18181818181818182,0.1322314049586777,0.11570247933884298,0.11570247933884298,0.1322314049586777,0.1487603305785124,0.1322314049586777,0.1487603305785124,0.1322314049586777,0.1322314049586777,0.11570247933884298,0.1487603305785124,0.11570247933884298,0.1322314049586777,0.11570247933884298,0.11570247933884298,0.12396694214876033,0.12396694214876033,0.09917355371900827,0.08264462809917356,0.10743801652892562,0.08264462809917356,0.11570247933884298,0.08264462809917356,0.08264462809917356,0.1487603305785124,0.05785123966942149,0.05785123966942149,0.14049586776859505,0.14049586776859505,0.1322314049586777,0.08264462809917356,0.11570247933884298,0.09917355371900827,0.09917355371900827,0.10743801652892562
42,6.0,0.34,0.38,0.37,0.35,0.34,0.37,0.38,0.27,0.32,0.29,0.37,0.2,0.32,0.24,0.28,0.28,0.2,0.22,0.19,0.15,0.29,0.28,0.14,0.26,0.25,0.2,0.28,0.22,0.18,0.21,0.21,0.32,0.2,0.23,0.25,0.29,0.17,0.22,0.16,0.2,0.27,0.22,0.21,0.15,0.25,0.27,0.21,0.25,0.18,0.21,0.14,0.13,0.17,0.16,0.13,0.22,0.19,0.24,0.16,0.14,0.22,0.17,0.14,0.14,0.11,0.18,0.11,0.1,0.11,0.13,0.16,0.13,0.13,0.14,0.14,0.09,0.14,0.1,0.14,0.11,0.11,0.1,0.1,0.07,0.09,0.08,0.08,0.09,0.07,0.07,0.14,0.06,0.06,0.13,0.13,0.12,0.1,0.14,0.12,0.12,0.12
43,7.0,0.3170731707317073,0.3902439024390244,0.3170731707317073,0.32926829268292684,0.32926829268292684,0.36585365853658536,0.36585365853658536,0.2804878048780488,0.2804878048780488,0.2804878048780488,0.35365853658536583,0.1951219512195122,0.3048780487804878,0.23170731707317074,0.2682926829268293,0.25609756097560976,0.1951219512195122,0.2073170731707317,0.17073170731707318,0.15853658536585366,0.25609756097560976,0.2804878048780488,0.13414634146341464,0.23170731707317074,0.21951219512195122,0.2073170731707317,0.25609756097560976,0.2073170731707317,0.18292682926829268,0.1951219512195122,0.1951219512195122,0.3170731707317073,0.17073170731707318,0.2073170731707317,0.2682926829268293,0.2682926829268293,0.17073170731707318,0.2073170731707317,0.14634146341463414,0.21951219512195122,0.23170731707317074,0.1951219512195122,0.23170731707317074,0.17073170731707318,0.24390243902439024,0.25609756097560976,0.18292682926829268,0.21951219512195122,0.15853658536585366,0.21951219512195122,0.15853658536585366,0.14634146341463414,0.1951219512195122,0.14634146341463414,0.10975609756097561,0.1951219512195122,0.18292682926829268,0.25609756097560976,0.15853658536585366,0.15853658536585366,0.18292682926829268,0.17073170731707318,0.12195121951219512,0.12195121951219512,0.08536585365853659,0.1951219512195122,0.07317073170731707,0.10975609756097561,0.0975609756097561,0.12195121951219512,0.17073170731707318,0.13414634146341464,0.14634146341463414,0.13414634146341464,0.13414634146341464,0.0975609756097561,0.14634146341463414,0.12195121951219512,0.15853658536585366,0.10975609756097561,0.10975609756097561,0.0975609756097561,0.0975609756097561,0.07317073170731707,0.07317073170731707,0.08536585365853659,0.07317073170731707,0.0975609756097561,0.07317073170731707,0.07317073170731707,0.15853658536585366,0.07317073170731707,0.07317073170731707,0.14634146341463414,0.14634146341463414,0.12195121951219512,0.08536585365853659,0.15853658536585366,0.13414634146341464,0.13414634146341464,0.13414634146341464
44,4.0,0.4246913580246914,0.4641975308641975,0.44938271604938274,0.4345679012345679,0.4567901234567901,0.43950617283950616,0.41728395061728396,0.4024691358024691,0.4049382716049383,0.37530864197530867,0.43703703703703706,0.3925925925925926,0.36790123456790125,0.345679012345679,0.37530864197530867,0.2962962962962963,0.30864197530864196,0.3111111111111111,0.3111111111111111,0.2814814814814815,0.3135802469135803,0.3506172839506173,0.3333333333333333,0.291358024691358,0.2839506172839506,0.2765432098765432,0.3308641975308642,0.25925925925925924,0.30864197530864196,0.28888888888888886,0.30864197530864196,0.25925925925925924,0.27901234567901234,0.28641975308641976,0.254320987654321,0.23703703703703705,0.2617283950617284,0.2691358024691358,0.19753086419753085,0.2691358024691358,0.2814814814814815,0.254320987654321,0.2345679012345679,0.20987654320987653,0.2740740740740741,0.25679012345679014,0.254320987654321,0.22469135802469137,0.2419753086419753,0.23950617283950618,0.23209876543209876,0.18765432098765433,0.1506172839506173,0.1728395061728395,0.20493827160493827,0.17530864197530865,0.145679012345679,0.2,0.17777777777777778,0.145679012345679,0.15308641975308643,0.17530864197530865,0.15555555555555556,0.15555555555555556,0.14814814814814814,0.13333333333333333,0.14814814814814814,0.14074074074074075,0.1111111111111111,0.14074074074074075,0.145679012345679,0.13333333333333333,0.10123456790123457,0.14074074074074075,0.14074074074074075,0.13333333333333333,0.08395061728395062,0.10864197530864197,0.10123456790123457,0.12098765432098765,0.12098765432098765,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.13580246913580246,0.09876543209876543,0.1259259259259259,0.09876543209876543,0.13333333333333333,0.13333333333333333,0.09135802469135802,0.12345679012345678,0.12345679012345678,0.09135802469135802,0.09135802469135802,0.08641975308641975,0.12098765432098765,0.10123456790123457,0.10123456790123457,0.0962962962962963,0.08888888888888889
45,5.0,0.4660633484162896,0.497737556561086,0.5113122171945701,0.4751131221719457,0.5067873303167421,0.5067873303167421,0.4298642533936652,0.4253393665158371,0.4660633484162896,0.4479638009049774,0.45248868778280543,0.4434389140271493,0.40271493212669685,0.38009049773755654,0.43891402714932126,0.3167420814479638,0.3257918552036199,0.34841628959276016,0.33031674208144796,0.3031674208144796,0.3212669683257919,0.33031674208144796,0.37104072398190047,0.3257918552036199,0.3167420814479638,0.33031674208144796,0.38009049773755654,0.28054298642533937,0.3438914027149321,0.334841628959276,0.3438914027149321,0.2895927601809955,0.33031674208144796,0.3257918552036199,0.3076923076923077,0.27601809954751133,0.29411764705882354,0.2986425339366516,0.17194570135746606,0.28054298642533937,0.29411764705882354,0.2895927601809955,0.248868778280543,0.22624434389140272,0.2986425339366516,0.2895927601809955,0.3031674208144796,0.24434389140271492,0.24434389140271492,0.2398190045248869,0.248868778280543,0.21266968325791855,0.15384615384615385,0.19004524886877827,0.24434389140271492,0.19457013574660634,0.167420814479638,0.19909502262443438,0.18552036199095023,0.17194570135746606,0.167420814479638,0.19004524886877827,0.15384615384615385,0.15384615384615385,0.14479638009049775,0.14027149321266968,0.15384615384615385,0.14027149321266968,0.13122171945701358,0.1583710407239819,0.14479638009049775,0.13122171945701358,0.09954751131221719,0.15384615384615385,0.15384615384615385,0.1493212669683258,0.07692307692307693,0.09502262443438914,0.09954751131221719,0.12669683257918551,0.12669683257918551,0.11312217194570136,0.11312217194570136,0.11312217194570136,0.14479638009049775,0.1085972850678733,0.11312217194570136,0.10407239819004525,0.09954751131221719,0.09954751131221719,0.08597285067873303,0.11764705882352941,0.11764705882352941,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.11764705882352941,0.1085972850678733,0.10407239819004525,0.10407239819004525,0.10407239819004525
46,5.0,0.375,0.42391304347826086,0.375,0.3858695652173913,0.3967391304347826,0.358695652173913,0.40217391304347827,0.375,0.33152173913043476,0.28804347826086957,0.41847826086956524,0.33152173913043476,0.32608695652173914,0.30434782608695654,0.29891304347826086,0.2717391304347826,0.28804347826086957,0.266304347826087,0.28804347826086957,0.2554347826086957,0.30434782608695654,0.375,0.28804347826086957,0.25,0.24456521739130435,0.21195652173913043,0.2717391304347826,0.23369565217391305,0.266304347826087,0.23369565217391305,0.266304347826087,0.22282608695652173,0.21739130434782608,0.2391304347826087,0.19021739130434784,0.19021739130434784,0.22282608695652173,0.23369565217391305,0.22826086956521738,0.2554347826086957,0.266304347826087,0.21195652173913043,0.21739130434782608,0.19021739130434784,0.24456521739130435,0.21739130434782608,0.1956521739130435,0.20108695652173914,0.2391304347826087,0.2391304347826087,0.21195652173913043,0.15760869565217392,0.14673913043478262,0.15217391304347827,0.15760869565217392,0.15217391304347827,0.11956521739130435,0.20108695652173914,0.16847826086956522,0.11413043478260869,0.1358695652173913,0.15760869565217392,0.15760869565217392,0.15760869565217392,0.15217391304347827,0.125,0.14130434782608695,0.14130434782608695,0.08695652173913043,0.11956521739130435,0.14673913043478262,0.1358695652173913,0.10326086956521739,0.125,0.125,0.11413043478260869,0.09239130434782608,0.125,0.10326086956521739,0.11413043478260869,0.11413043478260869,0.10869565217391304,0.10869565217391304,0.10869565217391304,0.125,0.08695652173913043,0.14130434782608695,0.09239130434782608,0.17391304347826086,0.17391304347826086,0.09782608695652174,0.13043478260869565,0.13043478260869565,0.10869565217391304,0.10869565217391304,0.09782608695652174,0.125,0.09239130434782608,0.09782608695652174,0.08695652173913043,0.07065217391304347
