subset,scores,kendall_tau,num_instances
college_physics,"claude-3.5-haiku          0.862745
gpt-3.5-turbo             0.627451
gpt-4o-mini-2024-07-18    0.794118
Llama-3.1-70B-Instruct    0.813725
Llama-3.1-8B-Instruct     0.735294
Llama-3.1-Tulu-3-70B      0.764706
Llama-3.1-Tulu-3-8B       0.627451
Qwen2.5-72B-Instruct      0.823529
Qwen2.5-7B-Instruct       0.745098
dtype: float64",0.6479515952918627,102
computer_security,"claude-3.5-haiku          0.79
gpt-3.5-turbo             0.78
gpt-4o-mini-2024-07-18    0.82
Llama-3.1-70B-Instruct    0.86
Llama-3.1-8B-Instruct     0.82
Llama-3.1-Tulu-3-70B      0.86
Llama-3.1-Tulu-3-8B       0.81
Qwen2.5-72B-Instruct      0.83
Qwen2.5-7B-Instruct       0.76
dtype: float64",0.5716619504750294,100
conceptual_physics,"claude-3.5-haiku          0.834043
gpt-3.5-turbo             0.697872
gpt-4o-mini-2024-07-18    0.880851
Llama-3.1-70B-Instruct    0.897872
Llama-3.1-8B-Instruct     0.719149
Llama-3.1-Tulu-3-70B      0.885106
Llama-3.1-Tulu-3-8B       0.646809
Qwen2.5-72B-Instruct      0.919149
Qwen2.5-7B-Instruct       0.795745
dtype: float64",0.9444444444444445,235
econometrics,"claude-3.5-haiku          0.640351
gpt-3.5-turbo             0.464912
gpt-4o-mini-2024-07-18    0.596491
Llama-3.1-70B-Instruct    0.736842
Llama-3.1-8B-Instruct     0.552632
Llama-3.1-Tulu-3-70B      0.701754
Llama-3.1-Tulu-3-8B       0.456140
Qwen2.5-72B-Instruct      0.728070
Qwen2.5-7B-Instruct       0.587719
dtype: float64",0.9444444444444445,114
electrical_engineering,"claude-3.5-haiku          0.786207
gpt-3.5-turbo             0.655172
gpt-4o-mini-2024-07-18    0.744828
Llama-3.1-70B-Instruct    0.827586
Llama-3.1-8B-Instruct     0.717241
Llama-3.1-Tulu-3-70B      0.800000
Llama-3.1-Tulu-3-8B       0.606897
Qwen2.5-72B-Instruct      0.800000
Qwen2.5-7B-Instruct       0.772414
dtype: float64",0.8733260632194672,145
elementary_mathematics,"claude-3.5-haiku          0.933862
gpt-3.5-turbo             0.817460
gpt-4o-mini-2024-07-18    0.941799
Llama-3.1-70B-Instruct    0.955026
Llama-3.1-8B-Instruct     0.846561
Llama-3.1-Tulu-3-70B      0.912698
Llama-3.1-Tulu-3-8B       0.833333
Qwen2.5-72B-Instruct      0.968254
Qwen2.5-7B-Instruct       0.941799
dtype: float64",0.6479515952918627,378
formal_logic,"claude-3.5-haiku          0.658730
gpt-3.5-turbo             0.515873
gpt-4o-mini-2024-07-18    0.658730
Llama-3.1-70B-Instruct    0.674603
Llama-3.1-8B-Instruct     0.492063
Llama-3.1-Tulu-3-70B      0.682540
Llama-3.1-Tulu-3-8B       0.476190
Qwen2.5-72B-Instruct      0.793651
Qwen2.5-7B-Instruct       0.547619
dtype: float64",0.816982446237566,126
global_facts,"claude-3.5-haiku          0.58
gpt-3.5-turbo             0.53
gpt-4o-mini-2024-07-18    0.62
Llama-3.1-70B-Instruct    0.73
Llama-3.1-8B-Instruct     0.49
Llama-3.1-Tulu-3-70B      0.70
Llama-3.1-Tulu-3-8B       0.55
Qwen2.5-72B-Instruct      0.64
Qwen2.5-7B-Instruct       0.56
dtype: float64",0.7777777777777778,100
high_school_biology,"claude-3.5-haiku          0.903226
gpt-3.5-turbo             0.829032
gpt-4o-mini-2024-07-18    0.932258
Llama-3.1-70B-Instruct    0.925806
Llama-3.1-8B-Instruct     0.838710
Llama-3.1-Tulu-3-70B      0.900000
Llama-3.1-Tulu-3-8B       0.758065
Qwen2.5-72B-Instruct      0.935484
Qwen2.5-7B-Instruct       0.877419
dtype: float64",0.7777777777777778,310
high_school_chemistry,"claude-3.5-haiku          0.793103
gpt-3.5-turbo             0.561576
gpt-4o-mini-2024-07-18    0.793103
Llama-3.1-70B-Instruct    0.847291
Llama-3.1-8B-Instruct     0.669951
Llama-3.1-Tulu-3-70B      0.793103
Llama-3.1-Tulu-3-8B       0.566502
Qwen2.5-72B-Instruct      0.857143
Qwen2.5-7B-Instruct       0.729064
dtype: float64",0.8413753371192062,203
high_school_computer_science,"claude-3.5-haiku          0.93
gpt-3.5-turbo             0.82
gpt-4o-mini-2024-07-18    0.91
Llama-3.1-70B-Instruct    0.96
Llama-3.1-8B-Instruct     0.74
Llama-3.1-Tulu-3-70B      0.90
Llama-3.1-Tulu-3-8B       0.76
Qwen2.5-72B-Instruct      0.94
Qwen2.5-7B-Instruct       0.87
dtype: float64",0.7222222222222222,100
high_school_european_history,"claude-3.5-haiku          0.860606
gpt-3.5-turbo             0.787879
gpt-4o-mini-2024-07-18    0.854545
Llama-3.1-70B-Instruct    0.824242
Llama-3.1-8B-Instruct     0.763636
Llama-3.1-Tulu-3-70B      0.866667
Llama-3.1-Tulu-3-8B       0.775758
Qwen2.5-72B-Instruct      0.866667
Qwen2.5-7B-Instruct       0.806061
dtype: float64",0.5916079783099616,165
high_school_geography,"claude-3.5-haiku          0.909091
gpt-3.5-turbo             0.858586
gpt-4o-mini-2024-07-18    0.924242
Llama-3.1-70B-Instruct    0.919192
Llama-3.1-8B-Instruct     0.808081
Llama-3.1-Tulu-3-70B      0.893939
Llama-3.1-Tulu-3-8B       0.797980
Qwen2.5-72B-Instruct      0.924242
Qwen2.5-7B-Instruct       0.883838
dtype: float64",0.7042952122737639,198
high_school_government_and_politics,"claude-3.5-haiku          0.958549
gpt-3.5-turbo             0.865285
gpt-4o-mini-2024-07-18    0.974093
Llama-3.1-70B-Instruct    0.974093
Llama-3.1-8B-Instruct     0.886010
Llama-3.1-Tulu-3-70B      0.968912
Llama-3.1-Tulu-3-8B       0.891192
Qwen2.5-72B-Instruct      0.974093
Qwen2.5-7B-Instruct       0.927461
dtype: float64",0.7833494518006403,193
high_school_macroeconomics,"claude-3.5-haiku          0.879487
gpt-3.5-turbo             0.741026
gpt-4o-mini-2024-07-18    0.876923
Llama-3.1-70B-Instruct    0.912821
Llama-3.1-8B-Instruct     0.735897
Llama-3.1-Tulu-3-70B      0.900000
Llama-3.1-Tulu-3-8B       0.710256
Qwen2.5-72B-Instruct      0.930769
Qwen2.5-7B-Instruct       0.807692
dtype: float64",0.8333333333333334,390
high_school_mathematics,"claude-3.5-haiku          0.818519
gpt-3.5-turbo             0.588889
gpt-4o-mini-2024-07-18    0.733333
Llama-3.1-70B-Instruct    0.785185
Llama-3.1-8B-Instruct     0.574074
Llama-3.1-Tulu-3-70B      0.774074
Llama-3.1-Tulu-3-8B       0.577778
Qwen2.5-72B-Instruct      0.770370
Qwen2.5-7B-Instruct       0.788889
dtype: float64",0.3888888888888889,270
high_school_microeconomics,"claude-3.5-haiku          0.894958
gpt-3.5-turbo             0.798319
gpt-4o-mini-2024-07-18    0.949580
Llama-3.1-70B-Instruct    0.949580
Llama-3.1-8B-Instruct     0.768908
Llama-3.1-Tulu-3-70B      0.911765
Llama-3.1-Tulu-3-8B       0.743697
Qwen2.5-72B-Instruct      0.957983
Qwen2.5-7B-Instruct       0.890756
dtype: float64",0.816982446237566,238
high_school_physics,"claude-3.5-haiku          0.735099
gpt-3.5-turbo             0.443709
gpt-4o-mini-2024-07-18    0.768212
Llama-3.1-70B-Instruct    0.807947
Llama-3.1-8B-Instruct     0.589404
Llama-3.1-Tulu-3-70B      0.788079
Llama-3.1-Tulu-3-8B       0.443709
Qwen2.5-72B-Instruct      0.794702
Qwen2.5-7B-Instruct       0.728477
dtype: float64",0.9860132971832692,151
high_school_psychology,"claude-3.5-haiku          0.913761
gpt-3.5-turbo             0.886239
gpt-4o-mini-2024-07-18    0.944954
Llama-3.1-70B-Instruct    0.946789
Llama-3.1-8B-Instruct     0.893578
Llama-3.1-Tulu-3-70B      0.943119
Llama-3.1-Tulu-3-8B       0.842202
Qwen2.5-72B-Instruct      0.955963
Qwen2.5-7B-Instruct       0.913761
dtype: float64",0.8733260632194672,545
high_school_statistics,"claude-3.5-haiku          0.805556
gpt-3.5-turbo             0.606481
gpt-4o-mini-2024-07-18    0.833333
Llama-3.1-70B-Instruct    0.833333
Llama-3.1-8B-Instruct     0.671296
Llama-3.1-Tulu-3-70B      0.824074
Llama-3.1-Tulu-3-8B       0.611111
Qwen2.5-72B-Instruct      0.875000
Qwen2.5-7B-Instruct       0.805556
dtype: float64",0.8003267306650412,216
high_school_us_history,"claude-3.5-haiku          0.901961
gpt-3.5-turbo             0.848039
gpt-4o-mini-2024-07-18    0.926471
Llama-3.1-70B-Instruct    0.911765
Llama-3.1-8B-Instruct     0.813725
Llama-3.1-Tulu-3-70B      0.926471
Llama-3.1-Tulu-3-8B       0.799020
Qwen2.5-72B-Instruct      0.931373
Qwen2.5-7B-Instruct       0.857843
dtype: float64",0.760638829255665,204
high_school_world_history,"claude-3.5-haiku          0.886076
gpt-3.5-turbo             0.814346
gpt-4o-mini-2024-07-18    0.877637
Llama-3.1-70B-Instruct    0.940928
Llama-3.1-8B-Instruct     0.810127
Llama-3.1-Tulu-3-70B      0.924051
Llama-3.1-Tulu-3-8B       0.780591
Qwen2.5-72B-Instruct      0.928270
Qwen2.5-7B-Instruct       0.852321
dtype: float64",0.8888888888888888,237
human_aging,"claude-3.5-haiku          0.789238
gpt-3.5-turbo             0.721973
gpt-4o-mini-2024-07-18    0.771300
Llama-3.1-70B-Instruct    0.829596
Llama-3.1-8B-Instruct     0.681614
Llama-3.1-Tulu-3-70B      0.802691
Llama-3.1-Tulu-3-8B       0.704036
Qwen2.5-72B-Instruct      0.829596
Qwen2.5-7B-Instruct       0.753363
dtype: float64",0.816982446237566,223
human_sexuality,"claude-3.5-haiku          0.900763
gpt-3.5-turbo             0.801527
gpt-4o-mini-2024-07-18    0.885496
Llama-3.1-70B-Instruct    0.893130
Llama-3.1-8B-Instruct     0.801527
Llama-3.1-Tulu-3-70B      0.900763
Llama-3.1-Tulu-3-8B       0.732824
Qwen2.5-72B-Instruct      0.893130
Qwen2.5-7B-Instruct       0.816794
dtype: float64",0.6672976811635084,131
international_law,"claude-3.5-haiku          0.900826
gpt-3.5-turbo             0.735537
gpt-4o-mini-2024-07-18    0.917355
Llama-3.1-70B-Instruct    0.942149
Llama-3.1-8B-Instruct     0.801653
Llama-3.1-Tulu-3-70B      0.900826
Llama-3.1-Tulu-3-8B       0.809917
Qwen2.5-72B-Instruct      0.884298
Qwen2.5-7B-Instruct       0.785124
dtype: float64",0.5352643613280604,121
jurisprudence,"claude-3.5-haiku          0.907407
gpt-3.5-turbo             0.731481
gpt-4o-mini-2024-07-18    0.851852
Llama-3.1-70B-Instruct    0.879630
Llama-3.1-8B-Instruct     0.768519
Llama-3.1-Tulu-3-70B      0.870370
Llama-3.1-Tulu-3-8B       0.750000
Qwen2.5-72B-Instruct      0.925926
Qwen2.5-7B-Instruct       0.814815
dtype: float64",0.7222222222222222,108
logical_fallacies,"claude-3.5-haiku          0.883436
gpt-3.5-turbo             0.809816
gpt-4o-mini-2024-07-18    0.865031
Llama-3.1-70B-Instruct    0.858896
Llama-3.1-8B-Instruct     0.754601
Llama-3.1-Tulu-3-70B      0.852761
Llama-3.1-Tulu-3-8B       0.711656
Qwen2.5-72B-Instruct      0.865031
Qwen2.5-7B-Instruct       0.834356
dtype: float64",0.5352643613280604,163
machine_learning,"claude-3.5-haiku          0.696429
gpt-3.5-turbo             0.544643
gpt-4o-mini-2024-07-18    0.758929
Llama-3.1-70B-Instruct    0.767857
Llama-3.1-8B-Instruct     0.580357
Llama-3.1-Tulu-3-70B      0.705357
Llama-3.1-Tulu-3-8B       0.508929
Qwen2.5-72B-Instruct      0.839286
Qwen2.5-7B-Instruct       0.633929
dtype: float64",0.8888888888888888,112
management,"claude-3.5-haiku          0.893204
gpt-3.5-turbo             0.844660
gpt-4o-mini-2024-07-18    0.864078
Llama-3.1-70B-Instruct    0.883495
Llama-3.1-8B-Instruct     0.825243
Llama-3.1-Tulu-3-70B      0.902913
Llama-3.1-Tulu-3-8B       0.805825
Qwen2.5-72B-Instruct      0.873786
Qwen2.5-7B-Instruct       0.854369
dtype: float64",0.6666666666666666,103
marketing,"claude-3.5-haiku          0.940171
gpt-3.5-turbo             0.905983
gpt-4o-mini-2024-07-18    0.935897
Llama-3.1-70B-Instruct    0.927350
Llama-3.1-8B-Instruct     0.901709
Llama-3.1-Tulu-3-70B      0.905983
Llama-3.1-Tulu-3-8B       0.850427
Qwen2.5-72B-Instruct      0.940171
Qwen2.5-7B-Instruct       0.923077
dtype: float64",0.5144957554275265,234
medical_genetics,"claude-3.5-haiku          0.94
gpt-3.5-turbo             0.75
gpt-4o-mini-2024-07-18    0.92
Llama-3.1-70B-Instruct    0.96
Llama-3.1-8B-Instruct     0.83
Llama-3.1-Tulu-3-70B      0.92
Llama-3.1-Tulu-3-8B       0.76
Qwen2.5-72B-Instruct      0.92
Qwen2.5-7B-Instruct       0.86
dtype: float64",0.7253235664820744,100
miscellaneous,"claude-3.5-haiku          0.938697
gpt-3.5-turbo             0.892720
gpt-4o-mini-2024-07-18    0.936143
Llama-3.1-70B-Instruct    0.950192
Llama-3.1-8B-Instruct     0.899106
Llama-3.1-Tulu-3-70B      0.937420
Llama-3.1-Tulu-3-8B       0.867178
Qwen2.5-72B-Instruct      0.941252
Qwen2.5-7B-Instruct       0.881226
dtype: float64",0.7777777777777778,783
moral_disputes,"claude-3.5-haiku          0.812139
gpt-3.5-turbo             0.713873
gpt-4o-mini-2024-07-18    0.826590
Llama-3.1-70B-Instruct    0.841040
Llama-3.1-8B-Instruct     0.679191
Llama-3.1-Tulu-3-70B      0.820809
Llama-3.1-Tulu-3-8B       0.719653
Qwen2.5-72B-Instruct      0.829480
Qwen2.5-7B-Instruct       0.739884
dtype: float64",0.7777777777777778,346
moral_scenarios,"claude-3.5-haiku          0.629050
gpt-3.5-turbo             0.400000
gpt-4o-mini-2024-07-18    0.643575
Llama-3.1-70B-Instruct    0.892737
Llama-3.1-8B-Instruct     0.547486
Llama-3.1-Tulu-3-70B      0.660335
Llama-3.1-Tulu-3-8B       0.387709
Qwen2.5-72B-Instruct      0.786592
Qwen2.5-7B-Instruct       0.429050
dtype: float64",0.9444444444444445,895
nutrition,"claude-3.5-haiku          0.856209
gpt-3.5-turbo             0.754902
gpt-4o-mini-2024-07-18    0.862745
Llama-3.1-70B-Instruct    0.869281
Llama-3.1-8B-Instruct     0.797386
Llama-3.1-Tulu-3-70B      0.856209
Llama-3.1-Tulu-3-8B       0.712418
Qwen2.5-72B-Instruct      0.895425
Qwen2.5-7B-Instruct       0.774510
dtype: float64",0.816982446237566,306
philosophy,"claude-3.5-haiku          0.839228
gpt-3.5-turbo             0.771704
gpt-4o-mini-2024-07-18    0.803859
Llama-3.1-70B-Instruct    0.839228
Llama-3.1-8B-Instruct     0.694534
Llama-3.1-Tulu-3-70B      0.836013
Llama-3.1-Tulu-3-8B       0.707395
Qwen2.5-72B-Instruct      0.861736
Qwen2.5-7B-Instruct       0.752412
dtype: float64",0.6479515952918627,311
prehistory,"claude-3.5-haiku          0.867284
gpt-3.5-turbo             0.771605
gpt-4o-mini-2024-07-18    0.851852
Llama-3.1-70B-Instruct    0.879630
Llama-3.1-8B-Instruct     0.731481
Llama-3.1-Tulu-3-70B      0.879630
Llama-3.1-Tulu-3-8B       0.750000
Qwen2.5-72B-Instruct      0.913580
Qwen2.5-7B-Instruct       0.817901
dtype: float64",0.760638829255665,324
professional_accounting,"claude-3.5-haiku          0.762411
gpt-3.5-turbo             0.567376
gpt-4o-mini-2024-07-18    0.787234
Llama-3.1-70B-Instruct    0.804965
Llama-3.1-8B-Instruct     0.556738
Llama-3.1-Tulu-3-70B      0.790780
Llama-3.1-Tulu-3-8B       0.546099
Qwen2.5-72B-Instruct      0.836879
Qwen2.5-7B-Instruct       0.677305
dtype: float64",0.8888888888888888,282
professional_law,"claude-3.5-haiku          0.620600
gpt-3.5-turbo             0.481095
gpt-4o-mini-2024-07-18    0.586050
Llama-3.1-70B-Instruct    0.684485
Llama-3.1-8B-Instruct     0.499348
Llama-3.1-Tulu-3-70B      0.628422
Llama-3.1-Tulu-3-8B       0.478488
Qwen2.5-72B-Instruct      0.677314
Qwen2.5-7B-Instruct       0.501304
dtype: float64",0.9444444444444445,1534
professional_medicine,"claude-3.5-haiku          0.904412
gpt-3.5-turbo             0.790441
gpt-4o-mini-2024-07-18    0.897059
Llama-3.1-70B-Instruct    0.941176
Llama-3.1-8B-Instruct     0.797794
Llama-3.1-Tulu-3-70B      0.908088
Llama-3.1-Tulu-3-8B       0.738971
Qwen2.5-72B-Instruct      0.915441
Qwen2.5-7B-Instruct       0.775735
dtype: float64",0.8333333333333334,272
professional_psychology,"claude-3.5-haiku          0.846405
gpt-3.5-turbo             0.753268
gpt-4o-mini-2024-07-18    0.841503
Llama-3.1-70B-Instruct    0.867647
Llama-3.1-8B-Instruct     0.718954
Llama-3.1-Tulu-3-70B      0.852941
Llama-3.1-Tulu-3-8B       0.697712
Qwen2.5-72B-Instruct      0.859477
Qwen2.5-7B-Instruct       0.759804
dtype: float64",0.8888888888888888,612
public_relations,"claude-3.5-haiku          0.727273
gpt-3.5-turbo             0.645455
gpt-4o-mini-2024-07-18    0.790909
Llama-3.1-70B-Instruct    0.790909
Llama-3.1-8B-Instruct     0.672727
Llama-3.1-Tulu-3-70B      0.772727
Llama-3.1-Tulu-3-8B       0.627273
Qwen2.5-72B-Instruct      0.781818
Qwen2.5-7B-Instruct       0.718182
dtype: float64",0.8733260632194672,110
security_studies,"claude-3.5-haiku          0.804082
gpt-3.5-turbo             0.693878
gpt-4o-mini-2024-07-18    0.779592
Llama-3.1-70B-Instruct    0.820408
Llama-3.1-8B-Instruct     0.710204
Llama-3.1-Tulu-3-70B      0.791837
Llama-3.1-Tulu-3-8B       0.722449
Qwen2.5-72B-Instruct      0.804082
Qwen2.5-7B-Instruct       0.693878
dtype: float64",0.6288281455225323,245
sociology,"claude-3.5-haiku          0.900498
gpt-3.5-turbo             0.865672
gpt-4o-mini-2024-07-18    0.920398
Llama-3.1-70B-Instruct    0.910448
Llama-3.1-8B-Instruct     0.810945
Llama-3.1-Tulu-3-70B      0.900498
Llama-3.1-Tulu-3-8B       0.845771
Qwen2.5-72B-Instruct      0.910448
Qwen2.5-7B-Instruct       0.830846
dtype: float64",0.5716619504750294,201
us_foreign_policy,"claude-3.5-haiku          0.94
gpt-3.5-turbo             0.84
gpt-4o-mini-2024-07-18    0.90
Llama-3.1-70B-Instruct    0.95
Llama-3.1-8B-Instruct     0.86
Llama-3.1-Tulu-3-70B      0.94
Llama-3.1-Tulu-3-8B       0.90
Qwen2.5-72B-Instruct      0.94
Qwen2.5-7B-Instruct       0.87
dtype: float64",0.7071067811865475,100
virology,"claude-3.5-haiku          0.518072
gpt-3.5-turbo             0.487952
gpt-4o-mini-2024-07-18    0.536145
Llama-3.1-70B-Instruct    0.536145
Llama-3.1-8B-Instruct     0.493976
Llama-3.1-Tulu-3-70B      0.524096
Llama-3.1-Tulu-3-8B       0.530120
Qwen2.5-72B-Instruct      0.560241
Qwen2.5-7B-Instruct       0.530120
dtype: float64",0.5144957554275265,166
world_religions,"claude-3.5-haiku          0.888889
gpt-3.5-turbo             0.859649
gpt-4o-mini-2024-07-18    0.888889
Llama-3.1-70B-Instruct    0.923977
Llama-3.1-8B-Instruct     0.847953
Llama-3.1-Tulu-3-70B      0.906433
Llama-3.1-Tulu-3-8B       0.847953
Qwen2.5-72B-Instruct      0.906433
Qwen2.5-7B-Instruct       0.859649
dtype: float64",0.8838834764831843,171
